file,No,variable,source,used,match
original_workbook,26,L_km,4.9,4.9,True
original_workbook,27,L_km,2.59,2.59,True
original_workbook,28,L_km,3.66,3.66,True
original_workbook,29,L_km,4.02,4.02,True
original_workbook,30,L_km,2.08,2.08,True
original_workbook,31,L_km,4.98,4.98,True
original_workbook,32,L_km,5.6,5.6,True
original_workbook,33,L_km,3.6,3.6,True
original_workbook,34,L_km,5.82,5.82,True
original_workbook,35,L_km,2.72,2.72,True
original_workbook,36,L_km,14.2,14.2,True
original_workbook,37,L_km,1.58,1.58,True
original_workbook,38,L_km,5.2,5.2,True
original_workbook,39,L_km,2.68,2.68,True
original_workbook,40,L_km,3.4,3.4,True
original_workbook,41,L_km,1.14,1.14,True
original_workbook,42,L_km,5.51,5.51,True
original_workbook,43,L_km,6.2,6.2,True
original_workbook,44,L_km,3.25,3.25,True
original_workbook,45,L_km,1.87,1.87,True
original_workbook,46,L_km,2.1,2.1,True
original_workbook,47,L_km,8.9,8.9,True
original_workbook,48,L_km,1.3,1.3,True
original_workbook,49,L_km,4.45,4.45,True
original_workbook,50,L_km,2.44,2.44,True
original_workbook,51,L_km,2.35,2.35,True
original_workbook,52,L_km,1.95,1.95,True
original_workbook,53,L_km,4.76,4.76,True
original_workbook,54,L_km,1.21,1.21,True
original_workbook,55,L_km,1.26,1.26,True
original_workbook,56,L_km,1.35,1.35,True
original_workbook,57,L_km,1.98,1.98,True
original_workbook,58,L_km,4.01,4.01,True
original_workbook,59,L_km,4.51,4.51,True
original_workbook,60,L_km,11.92,11.92,True
original_workbook,1,D_km,1.46,1.46,True
original_workbook,2,D_km,2.87,2.87,True
original_workbook,3,D_km,3.19,3.19,True
original_workbook,4,D_km,0.57,0.57,True
original_workbook,5,D_km,0.06,0.06,True
original_workbook,6,D_km,4.42,4.42,True
original_workbook,7,D_km,0.88,0.88,True
original_workbook,8,D_km,2.08,2.08,True
original_workbook,9,D_km,2.54,2.54,True
original_workbook,10,D_km,1.44,1.44,True
original_workbook,11,D_km,0.85,0.85,True
original_workbook,12,D_km,0.46,0.46,True
original_workbook,13,D_km,3.42,3.42,True
original_workbook,14,D_km,2.52,2.52,True
original_workbook,15,D_km,1.6,1.6,True
original_workbook,16,D_km,8.86,8.86,True
original_workbook,17,D_km,10.16,10.16,True
original_workbook,18,D_km,5.3,5.3,True
original_workbook,19,D_km,2.5,2.5,True
original_workbook,20,D_km,5.5,5.5,True
original_workbook,21,D_km,0.26,0.26,True
original_workbook,22,D_km,1.55,1.55,True
original_workbook,23,D_km,1.29,1.29,True
original_workbook,24,D_km,0.17,0.17,True
original_workbook,25,D_km,0.57,0.57,True
original_workbook,26,D_km,3.6,3.6,True
original_workbook,27,D_km,0.87,0.87,True
original_workbook,28,D_km,0.16,0.16,True
original_workbook,29,D_km,3.8,3.8,True
original_workbook,30,D_km,7.6,7.6,True
original_workbook,31,D_km,10.5,10.5,True
original_workbook,32,D_km,16.89,16.89,True
original_workbook,33,D_km,0.13,0.13,True
original_workbook,34,D_km,0.42,0.42,True
original_workbook,35,D_km,0.72,0.72,True
original_workbook,36,D_km,0.47,0.47,True
original_workbook,37,D_km,0.65,0.65,True
original_workbook,38,D_km,4.39,4.39,True
original_workbook,39,D_km,4.93,4.93,True
original_workbook,40,D_km,2.51,2.51,True
original_workbook,41,D_km,2.07,2.07,True
original_workbook,42,D_km,2.61,2.61,True
original_workbook,43,D_km,0.68,0.68,True
original_workbook,44,D_km,1.36,1.36,True
original_workbook,45,D_km,2.1,2.1,True
original_workbook,46,D_km,1.97,1.97,True
original_workbook,47,D_km,0.57,0.57,True
original_workbook,48,D_km,1.68,1.68,True
original_workbook,49,D_km,1.49,1.49,True
original_workbook,50,D_km,0.92,0.92,True
original_workbook,51,D_km,1.53,1.53,True
original_workbook,52,D_km,1.71,1.71,True
original_workbook,53,D_km,3.86,3.86,True
original_workbook,54,D_km,0.91,0.91,True
original_workbook,55,D_km,1.82,1.82,True
original_workbook,56,D_km,0.85,0.85,True
original_workbook,57,D_km,4.8,4.8,True
original_workbook,58,D_km,0.45,0.45,True
original_workbook,59,D_km,9.58,9.58,True
original_workbook,60,D_km,7.04,7.04,True
original_workbook,1,J_permille,193.42,193.42,True
original_workbook,2,J_permille,292.75,292.75,True
original_workbook,3,J_permille,168.47,168.47,True
original_workbook,4,J_permille,124.14,124.14,True
original_workbook,5,J_permille,291.88,291.88,True
original_workbook,6,J_permille,312.9,312.9,True
original_workbook,7,J_permille,265.56,265.56,True
original_workbook,8,J_permille,391.67,391.67,True
original_workbook,9,J_permille,352.49,352.49,True
original_workbook,10,J_permille,324.14,324.14,True
original_workbook,11,J_permille,527.27,527.27,True
original_workbook,12,J_permille,717.57,717.57,True
original_workbook,13,J_permille,226.93,226.93,True
original_workbook,14,J_permille,869.57,869.57,True
original_workbook,15,J_permille,321.66,321.66,True
original_workbook,16,J_permille,665.75,665.75,True
original_workbook,17,J_permille,916.96,916.96,True
original_workbook,18,J_permille,686.51,686.51,True
original_workbook,19,J_permille,678.21,678.21,True
original_workbook,20,J_permille,275.71,275.71,True
original_workbook,21,J_permille,945.59,945.59,True
original_workbook,22,J_permille,790.54,790.54,True
original_workbook,23,J_permille,691.04,691.04,True
original_workbook,24,J_permille,633.33,633.33,True
original_workbook,25,J_permille,737.84,737.84,True
original_workbook,26,J_permille,304.08,304.08,True
original_workbook,27,J_permille,454.44,454.44,True
original_workbook,28,J_permille,269.4,269.4,True
original_workbook,29,J_permille,239.55,239.55,True
original_workbook,30,J_permille,421.15,421.15,True
original_workbook,31,J_permille,177.91,177.91,True
original_workbook,32,J_permille,333.93,333.93,True
original_workbook,33,J_permille,357.78,357.78,True
original_workbook,34,J_permille,316.49,316.49,True
original_workbook,35,J_permille,669.12,669.12,True
original_workbook,36,J_permille,204.23,204.23,True
original_workbook,37,J_permille,622.78,622.78,True
original_workbook,38,J_permille,179.81,179.81,True
original_workbook,39,J_permille,455.22,455.22,True
original_workbook,40,J_permille,493.53,493.53,True
original_workbook,41,J_permille,140.0,140.0,True
original_workbook,42,J_permille,263.7,263.7,True
original_workbook,43,J_permille,384.19,384.19,True
original_workbook,44,J_permille,307.69,307.69,True
original_workbook,45,J_permille,853.33,853.33,True
original_workbook,46,J_permille,752.38,752.38,True
original_workbook,47,J_permille,331.69,331.69,True
original_workbook,48,J_permille,500.0,500.0,True
original_workbook,49,J_permille,360.67,360.67,True
original_workbook,50,J_permille,395.29,395.29,True
original_workbook,51,J_permille,426.38,426.38,True
original_workbook,52,J_permille,488.21,488.21,True
original_workbook,53,J_permille,350.42,350.42,True
original_workbook,54,J_permille,358.68,358.68,True
original_workbook,55,J_permille,349.21,349.21,True
original_workbook,56,J_permille,340.74,340.74,True
original_workbook,57,J_permille,333.33,333.33,True
original_workbook,58,J_permille,279.3,279.3,True
original_workbook,59,J_permille,257.65,257.65,True
original_workbook,60,J_permille,100.92,100.92,True
original_workbook,1,V_landslide_1e4m3,485.76,485.76,True
original_workbook,2,V_landslide_1e4m3,49.53,49.53,True
original_workbook,3,V_landslide_1e4m3,25.58,25.58,True
original_workbook,4,V_landslide_1e4m3,7.01,7.01,True
original_workbook,5,V_landslide_1e4m3,1603.25,1603.25,True
original_workbook,6,V_landslide_1e4m3,920.7,920.7,True
original_workbook,7,V_landslide_1e4m3,195.9,195.9,True
original_workbook,8,V_landslide_1e4m3,42.84,42.84,True
original_workbook,9,V_landslide_1e4m3,996.46,996.46,True
original_workbook,10,V_landslide_1e4m3,11.6,11.6,True
original_workbook,11,V_landslide_1e4m3,375.7,375.7,True
original_workbook,12,V_landslide_1e4m3,35.1,35.1,True
original_workbook,13,V_landslide_1e4m3,2000.0,2000.0,True
original_workbook,14,V_landslide_1e4m3,27.66,27.66,True
original_workbook,15,V_landslide_1e4m3,299.21,299.21,True
original_workbook,16,V_landslide_1e4m3,64.56,64.56,True
original_workbook,17,V_landslide_1e4m3,121.23,121.23,True
original_workbook,18,V_landslide_1e4m3,592.74,592.74,True
original_workbook,19,V_landslide_1e4m3,112.51,112.51,True
original_workbook,20,V_landslide_1e4m3,405.1,405.1,True
original_workbook,21,V_landslide_1e4m3,45.36,45.36,True
original_workbook,22,V_landslide_1e4m3,34.51,34.51,True
original_workbook,23,V_landslide_1e4m3,29.84,29.84,True
original_workbook,24,V_landslide_1e4m3,35.21,35.21,True
original_workbook,25,V_landslide_1e4m3,30.64,30.64,True
original_workbook,26,V_landslide_1e4m3,1580.2,1580.2,True
original_workbook,27,V_landslide_1e4m3,334.3,334.3,True
original_workbook,28,V_landslide_1e4m3,432.66,432.66,True
original_workbook,29,V_landslide_1e4m3,964.86,964.86,True
original_workbook,30,V_landslide_1e4m3,234.64,234.64,True
original_workbook,31,V_landslide_1e4m3,287.52,287.52,True
original_workbook,32,V_landslide_1e4m3,358.26,358.26,True
original_workbook,33,V_landslide_1e4m3,358.14,358.14,True
original_workbook,34,V_landslide_1e4m3,1151.41,1151.41,True
original_workbook,35,V_landslide_1e4m3,322.3,322.3,True
original_workbook,36,V_landslide_1e4m3,2180.57,2180.57,True
original_workbook,37,V_landslide_1e4m3,222.0,222.0,True
original_workbook,38,V_landslide_1e4m3,647.48,647.48,True
original_workbook,39,V_landslide_1e4m3,122.3,122.3,True
original_workbook,40,V_landslide_1e4m3,321.32,321.32,True
original_workbook,41,V_landslide_1e4m3,13.8,13.8,True
original_workbook,42,V_landslide_1e4m3,727.04,727.04,True
original_workbook,43,V_landslide_1e4m3,742.68,742.68,True
original_workbook,44,V_landslide_1e4m3,35.93,35.93,True
original_workbook,45,V_landslide_1e4m3,48.84,48.84,True
original_workbook,46,V_landslide_1e4m3,17.22,17.22,True
original_workbook,47,V_landslide_1e4m3,366.67,366.67,True
original_workbook,48,V_landslide_1e4m3,31.63,31.63,True
original_workbook,49,V_landslide_1e4m3,858.94,858.94,True
original_workbook,50,V_landslide_1e4m3,81.4,81.4,True
original_workbook,51,V_landslide_1e4m3,77.6,77.6,True
original_workbook,52,V_landslide_1e4m3,191.29,191.29,True
original_workbook,53,V_landslide_1e4m3,136.02,136.02,True
original_workbook,54,V_landslide_1e4m3,21.46,21.46,True
original_workbook,55,V_landslide_1e4m3,19.17,19.17,True
original_workbook,56,V_landslide_1e4m3,26.13,26.13,True
original_workbook,57,V_landslide_1e4m3,59.9,59.9,True
original_workbook,58,V_landslide_1e4m3,270.16,270.16,True
original_workbook,59,V_landslide_1e4m3,1754.64,1754.64,True
original_workbook,60,V_landslide_1e4m3,1200.26,1200.26,True
original_workbook,1,V0_1e4m3,115.11,115.11,True
original_workbook,2,V0_1e4m3,10.68,10.68,True
original_workbook,3,V0_1e4m3,6.2,6.2,True
original_workbook,4,V0_1e4m3,2.8,2.8,True
original_workbook,5,V0_1e4m3,285.39,285.39,True
original_workbook,6,V0_1e4m3,213.13,213.13,True
original_workbook,7,V0_1e4m3,58.81,58.81,True
original_workbook,8,V0_1e4m3,8.24,8.24,True
original_workbook,9,V0_1e4m3,182.44,182.44,True
original_workbook,10,V0_1e4m3,2.82,2.82,True
original_workbook,11,V0_1e4m3,65.23,65.23,True
original_workbook,12,V0_1e4m3,7.86,7.86,True
original_workbook,13,V0_1e4m3,800.0,800.0,True
original_workbook,14,V0_1e4m3,12.32,12.32,True
original_workbook,15,V0_1e4m3,69.92,69.92,True
original_workbook,16,V0_1e4m3,18.12,18.12,True
original_workbook,17,V0_1e4m3,66.35,66.35,True
original_workbook,18,V0_1e4m3,166.35,166.35,True
original_workbook,19,V0_1e4m3,8.56,8.56,True
original_workbook,20,V0_1e4m3,104.38,104.38,True
original_workbook,21,V0_1e4m3,6.35,6.35,True
original_workbook,22,V0_1e4m3,5.34,5.34,True
original_workbook,23,V0_1e4m3,4.31,4.31,True
original_workbook,24,V0_1e4m3,5.38,5.38,True
original_workbook,25,V0_1e4m3,4.71,4.71,True
original_workbook,26,V0_1e4m3,657.3,657.3,True
original_workbook,27,V0_1e4m3,156.8,156.8,True
original_workbook,28,V0_1e4m3,108.61,108.61,True
original_workbook,29,V0_1e4m3,292.1,292.1,True
original_workbook,30,V0_1e4m3,51.42,51.42,True
original_workbook,31,V0_1e4m3,67.93,67.93,True
original_workbook,32,V0_1e4m3,74.12,74.12,True
original_workbook,33,V0_1e4m3,98.4,98.4,True
original_workbook,34,V0_1e4m3,218.72,218.72,True
original_workbook,35,V0_1e4m3,80.4,80.4,True
original_workbook,36,V0_1e4m3,505.34,505.34,True
original_workbook,37,V0_1e4m3,77.3,77.3,True
original_workbook,38,V0_1e4m3,150.5,150.5,True
original_workbook,39,V0_1e4m3,92.51,92.51,True
original_workbook,40,V0_1e4m3,89.16,89.16,True
original_workbook,41,V0_1e4m3,3.62,3.62,True
original_workbook,42,V0_1e4m3,108.91,108.91,True
original_workbook,43,V0_1e4m3,194.52,194.52,True
original_workbook,44,V0_1e4m3,8.21,8.21,True
original_workbook,45,V0_1e4m3,15.3,15.3,True
original_workbook,46,V0_1e4m3,4.38,4.38,True
original_workbook,47,V0_1e4m3,136.07,136.07,True
original_workbook,48,V0_1e4m3,8.97,8.97,True
original_workbook,49,V0_1e4m3,250.06,250.06,True
original_workbook,50,V0_1e4m3,28.89,28.89,True
original_workbook,51,V0_1e4m3,16.3,16.3,True
original_workbook,52,V0_1e4m3,46.67,46.67,True
original_workbook,53,V0_1e4m3,29.25,29.25,True
original_workbook,54,V0_1e4m3,6.29,6.29,True
original_workbook,55,V0_1e4m3,2.54,2.54,True
original_workbook,56,V0_1e4m3,7.94,7.94,True
original_workbook,57,V0_1e4m3,15.6,15.6,True
original_workbook,58,V0_1e4m3,94.5,94.5,True
original_workbook,59,V0_1e4m3,162.64,162.64,True
original_workbook,60,V0_1e4m3,311.93,311.93,True
