fold,model,R2,RMSE,MAE,time_s
24,RF,0.7124191612939021,0.21176047802646475,0.16980497322714225,0.08008265495300293
24,GBR,0.7100658057016669,0.21262516067985282,0.17243091544967504,0.0391695499420166
24,XGBoost,0.7472609918370801,0.1985185407197504,0.15961694110599559,0.12452363967895508
24,AdaBoost,0.7468438344476994,0.1986823051760142,0.15444512994177428,0.13698530197143555
24,MLP,0.37812148490200614,0.31139935747672215,0.2087573867153546,0.16954421997070312
25,TabPFN,0.4393020249126902,0.24109971228379778,0.194647446196978,9.092378377914429
25,Ridge,0.4404016501024789,0.2408631772485112,0.20166178142353366,0.010110139846801758
25,Lasso,0.4507276689269538,0.23863055951353726,0.20269496195707457,0.0
25,ElasticNet,0.444763978973147,0.23992252031677283,0.20255118615211237,0.0020058155059814453
25,SVR,0.48396840266603147,0.23129718419757656,0.19443395862108423,0.0
25,KNN,0.47870479030739255,0.23247382714352216,0.17681630022727152,0.0020051002502441406
25,RF,0.46002287840306433,0.23660279900805817,0.1922223072609667,0.08334183692932129
25,GBR,0.3830711847451659,0.2529005221750788,0.19218221827734194,0.02936077117919922
25,XGBoost,0.5564203314999958,0.21444603180002886,0.16653317386694283,0.1123805046081543
25,AdaBoost,0.4521380372281667,0.2383239963751764,0.19761941699114324,0.1249079704284668
25,MLP,0.3637250604184439,0.2568352370709866,0.1809983416794709,0.1116640567779541
26,TabPFN,0.807023296456813,0.2021244267644561,0.1706546046567347,8.973034143447876
26,Ridge,0.7705924212157992,0.22037901628740994,0.16700139695705365,0.0
26,Lasso,0.7811427320336701,0.21525182698356674,0.16271169886913103,0.012117147445678711
26,ElasticNet,0.7764077414236885,0.21756786046821297,0.1645338268022892,0.0
26,SVR,0.6167928868371205,0.28482830176716045,0.20487661414025782,0.0021517276763916016
26,KNN,0.7029334243214201,0.2507802058653314,0.19270699256669682,0.0017478466033935547
26,RF,0.7935538817908205,0.20905940987493554,0.17120742973118994,0.08064866065979004
26,GBR,0.7228620166118677,0.24222244619898942,0.19727302035894445,0.032295942306518555
26,XGBoost,0.7842960103342702,0.21369553521743997,0.1717409863572508,0.11172199249267578
26,AdaBoost,0.7765875351055653,0.2174803681869456,0.17238408220959034,0.12518882751464844
26,MLP,0.5122198718036951,0.32135007918392816,0.2522821711297648,0.1654069423675537
27,TabPFN,0.8954597087872023,0.15474357350731996,0.13462331860519386,8.709241390228271
27,Ridge,0.8600851228691098,0.17902047980353664,0.1415345102292854,0.009494781494140625
27,Lasso,0.8527826215682639,0.18363282225676344,0.14910976932762268,0.0020062923431396484
27,ElasticNet,0.8575044798104772,0.1806638972866412,0.14473423603374871,0.0
27,SVR,0.8320668660361927,0.19612771360088296,0.16613326587847854,0.002004861831665039
27,KNN,0.8627888641597891,0.17728232911222552,0.15474264867940973,0.0
27,RF,0.8451348190294239,0.1883422096259886,0.14620468088432675,0.08153247833251953
27,GBR,0.8609862761300373,0.1784430376662585,0.14359359290594662,0.03257465362548828
27,XGBoost,0.8739324291467686,0.16993094062837527,0.13511059259455396,0.11492753028869629
27,AdaBoost,0.7841943496161277,0.2223321024361919,0.18299437078760214,0.12037825584411621
27,MLP,0.8566157652194586,0.18122640295837378,0.15013313818790586,0.11114954948425293
28,TabPFN,0.9055537333199446,0.1339647263249913,0.12012581008745538,8.717512369155884
28,Ridge,0.8015322986096702,0.19419720872405558,0.16598540696407274,0.009256362915039062
28,Lasso,0.7986792211036968,0.19558807142969675,0.16949154003279718,0.0
28,ElasticNet,0.799956294036213,0.19496673066883227,0.16754532561911803,0.0
28,SVR,0.8251503385860808,0.1822764078336163,0.15276359213150237,0.002005338668823242
28,KNN,0.8140509515388064,0.187972814264569,0.16042308212135714,0.0
28,RF,0.9187250799345054,0.12427287307238316,0.09566298828084163,0.0662527084350586
28,GBR,0.887417949690047,0.14626238141187567,0.10515680998020623,0.047907352447509766
28,XGBoost,0.9222694049241882,0.12153295556887904,0.08690515300952624,0.11424922943115234
28,AdaBoost,0.8961005087115642,0.14050920417504298,0.11521389969819414,0.13770151138305664
28,MLP,0.7933727229694589,0.19814900217188106,0.1627464752067738,0.1427011489868164
29,TabPFN,0.8207829307964615,0.20221250657227605,0.16701830320860478,8.891377687454224
29,Ridge,0.7648214256103614,0.2316419455451743,0.18776683068002065,0.010655641555786133
29,Lasso,0.7676826500239511,0.23022853485939604,0.18525498533057808,0.0
29,ElasticNet,0.7673452800105031,0.23039564253683886,0.18561912391988009,0.002005338668823242
29,SVR,0.6720512034114449,0.27354031831707826,0.24736765213563475,0.0
29,KNN,0.6806227721448124,0.26994190018209707,0.20305005400768159,0.0020046234130859375
29,RF,0.792336054478745,0.2176701506069941,0.1880453492512675,0.0807654857635498
29,GBR,0.7829887178257107,0.2225150978738799,0.19969893088668877,0.031969308853149414
29,XGBoost,0.7350780097223228,0.24585403008997164,0.21332605479387431,0.11004400253295898
29,AdaBoost,0.8278773833381106,0.1981697205903522,0.1718860983547437,0.12652993202209473
29,MLP,0.6595592391669085,0.27870136988931815,0.21492886933969022,0.3181941509246826
