fold,model,n_train,R2
12,RF,35,0.8344102261567075
12,XGBoost,35,0.7916936374884409
12,SVR,35,0.16544752534357654
12,Ridge,35,0.5376191429596422
12,GBR,35,0.7947766017390241
12,MLP,35,0.8062556034892286
12,TabPFN,40,0.8655637304332235
12,RF,40,0.7991285982196152
12,XGBoost,40,0.8471236127723443
12,SVR,40,0.28081629237000494
12,Ridge,40,0.6838339111591583
12,GBR,40,0.7500118579980917
12,MLP,40,0.7141488476285871
12,TabPFN,45,0.8761922309129901
12,RF,45,0.8285913279946027
12,XGBoost,45,0.8579162665713532
12,SVR,45,0.3239675662711008
12,Ridge,45,0.7525513386037606
12,GBR,45,0.8523490712832621
12,MLP,45,-0.5511085706971472
12,TabPFN,48,0.8714689253524946
12,RF,48,0.8065179369241691
12,XGBoost,48,0.8584657198264762
12,SVR,48,0.2783455717793377
12,Ridge,48,0.7735236174759602
12,GBR,48,0.7667520151262238
12,MLP,48,0.7804067508242878
13,TabPFN,10,0.8051573123422734
13,RF,10,0.8307490255221173
13,XGBoost,10,0.6967719896588026
13,SVR,10,0.6003090244487806
13,Ridge,10,0.3974602355366974
13,GBR,10,0.8801036065407277
13,MLP,10,-0.49581086293229415
13,TabPFN,15,0.8720017072295474
13,RF,15,0.8545092284014044
13,XGBoost,15,0.6828961093961903
13,SVR,15,0.19076547307327396
13,Ridge,15,0.09059900894921225
13,GBR,15,0.740146976586899
13,MLP,15,0.13507296561645454
13,TabPFN,20,0.881614210532337
13,RF,20,0.8487502244226597
13,XGBoost,20,0.8967496934475491
13,SVR,20,0.6147598719466937
13,Ridge,20,0.5552043628000671
13,GBR,20,0.8982740507408433
13,MLP,20,0.6731018491750195
13,TabPFN,25,0.8470650281407346
13,RF,25,0.8064116016824303
13,XGBoost,25,0.6541081691559776
13,SVR,25,0.7590260557362609
13,Ridge,25,0.5864410612170396
13,GBR,25,0.7876378146848401
13,MLP,25,-0.5680970292191878
13,TabPFN,30,0.9366602038491498
13,RF,30,0.898812915395804
13,XGBoost,30,0.9108857661566957
13,SVR,30,0.750774238413797
13,Ridge,30,0.6712416220832249
13,GBR,30,0.8331903369394602
13,MLP,30,0.9235521055763376
13,TabPFN,35,0.9382522928670561
13,RF,35,0.895584445564979
13,XGBoost,35,0.9218470235672246
13,SVR,35,0.6483964120781777
13,Ridge,35,0.5533401326394656
13,GBR,35,0.6966120948424586
13,MLP,35,0.5385378821794017
13,TabPFN,40,0.953473406292219
13,RF,40,0.9098373942495637
13,XGBoost,40,0.9210782928104894
13,SVR,40,0.6889571838214382
13,Ridge,40,0.5717619596147783
13,GBR,40,0.9038609069395375
13,MLP,40,-0.7385380426476693
13,TabPFN,45,0.9574166219161464
13,RF,45,0.9222004860747975
13,XGBoost,45,0.9288408760107316
13,SVR,45,0.5776447712138418
13,Ridge,45,0.5793423356857123
13,GBR,45,0.8914975412971644
13,MLP,45,0.30133518855819674
13,TabPFN,48,0.9552956926111984
13,RF,48,0.9283023729693398
13,XGBoost,48,0.9370525199236885
13,SVR,48,0.6323185048156132
13,Ridge,48,0.601526801538768
13,GBR,48,0.9033454132531333
13,MLP,48,0.6272281202543044
14,TabPFN,10,0.8049645989616359
14,RF,10,0.6549318716175376
14,XGBoost,10,0.6543675681714749
14,SVR,10,0.41741245526312765
14,Ridge,10,0.28957481758927195
14,GBR,10,0.6659001851204585
14,MLP,10,0.10900017455524846
14,TabPFN,15,0.9719185524868551
14,RF,15,0.9436907867984273
14,XGBoost,15,0.9502076701725464
14,SVR,15,0.7245664649098633
14,Ridge,15,0.6445001042919453
14,GBR,15,0.9358461672248769
14,MLP,15,0.48457777834593363
14,TabPFN,20,0.8817681282272624
14,RF,20,0.8959151735121326
14,XGBoost,20,0.5241421304036417
14,SVR,20,0.4948618975374064
14,Ridge,20,0.5492662106236776
14,GBR,20,0.8215882566555792
14,MLP,20,0.17733794277628234
14,TabPFN,25,0.9325705587042787
14,RF,25,0.9247886878634008
14,XGBoost,25,0.772741791330209
14,SVR,25,0.6674958490892977
14,Ridge,25,0.6146479290779086
14,GBR,25,0.891553784414864
14,MLP,25,0.045672578125558805
14,TabPFN,30,0.9620484349832241
14,RF,30,0.9512133085560508
14,XGBoost,30,0.9600467825096966
14,SVR,30,0.6817667695795719
14,Ridge,30,0.6582848002648563
14,GBR,30,0.9699706533544507
14,MLP,30,-0.5673947487057096
14,TabPFN,35,0.9769206251422884
14,RF,35,0.9575704651563234
14,XGBoost,35,0.9808848610051839
14,SVR,35,0.6295414009038358
14,Ridge,35,0.5156718672929701
14,GBR,35,0.970353585227021
14,MLP,35,0.5570028991619456
14,TabPFN,40,0.9791129844635768
14,RF,40,0.9684225169556989
14,XGBoost,40,0.9679868269394152
14,SVR,40,0.6518726207444075
14,Ridge,40,0.6297159965337636
14,GBR,40,0.9385434858727921
14,MLP,40,-1.0727604470707948
14,TabPFN,45,0.9657096904162389
14,RF,45,0.9637173849803086
14,XGBoost,45,0.9590056936242335
14,SVR,45,0.7040212684849263
14,Ridge,45,0.5648853969133031
14,GBR,45,0.9554701660557527
14,MLP,45,0.6390985580599988
14,TabPFN,48,0.9660670426994612
14,RF,48,0.9643097803151517
14,XGBoost,48,0.9455340800780444
14,SVR,48,0.6952989784667267
14,Ridge,48,0.5599078313989456
14,GBR,48,0.9295557994353778
14,MLP,48,0.7652634504571045
15,TabPFN,10,0.9048037877936266
15,RF,10,0.8823054980087915
15,XGBoost,10,0.6291335344495539
15,SVR,10,0.7004518015308587
15,Ridge,10,0.40407775654683675
15,GBR,10,0.8157252326005224
15,MLP,10,-0.9111479341512776
15,TabPFN,15,0.9255163457322574
15,RF,15,0.9064879045279387
15,XGBoost,15,0.8539783731447059
15,SVR,15,0.6342173655732032
15,Ridge,15,0.5862603664741948
15,GBR,15,0.8284120006322376
15,MLP,15,-0.9236561356683655
15,TabPFN,20,0.9266569969925983
15,RF,20,0.8459865442871073
15,XGBoost,20,0.2004203407599784
15,SVR,20,0.7200408112019872
15,Ridge,20,0.4680006891615245
15,GBR,20,0.48662981489006707
15,MLP,20,0.45560801395715456
15,TabPFN,25,0.9366848651932955
15,RF,25,0.8779574923885323
15,XGBoost,25,0.8575826766519561
15,SVR,25,0.7697482146368764
15,Ridge,25,0.5742231734449261
15,GBR,25,0.8621297621961684
15,MLP,25,-0.9454516149546144
15,TabPFN,30,0.9483794415554346
15,RF,30,0.935267285535845
15,XGBoost,30,0.9130026820307047
15,SVR,30,0.8561635077701051
15,Ridge,30,0.6592551182940891
15,GBR,30,0.9217782842990889
15,MLP,30,0.6142510526965056
15,TabPFN,35,0.9539061164131973
15,RF,35,0.9217453268593884
15,XGBoost,35,0.891259966997501
15,SVR,35,0.8100718885963956
15,Ridge,35,0.6552811619193434
15,GBR,35,0.8713904987359209
15,MLP,35,0.1955370650847882
15,TabPFN,40,0.9603383004445685
15,RF,40,0.9101913519570743
15,XGBoost,40,0.9084819325630392
15,SVR,40,0.8041152105929056
15,Ridge,40,0.6499730521829039
15,GBR,40,0.9142794078277511
15,MLP,40,0.7932554402924334
15,TabPFN,45,0.9577913904592901
15,RF,45,0.9370059157767593
15,XGBoost,45,0.9298330758584086
15,SVR,45,0.8077736900982723
15,Ridge,45,0.6842599282219204
15,GBR,45,0.9255032480055576
15,MLP,45,0.7945041563086054
15,TabPFN,48,0.9597179666283208
15,RF,48,0.9274456861490998
15,XGBoost,48,0.9400964535042957
15,SVR,48,0.808737351230249
15,Ridge,48,0.6926099383214661
15,GBR,48,0.9278145538915137
15,MLP,48,0.7544046144904734
16,TabPFN,10,0.7885210581097721
16,RF,10,0.7126890361599436
16,XGBoost,10,0.7508266980332796
16,SVR,10,0.17005066855406803
16,Ridge,10,-0.5502818472729536
16,GBR,10,0.7742765913590359
16,MLP,10,-0.699732104062029
16,TabPFN,15,0.8763345801231958
16,RF,15,0.8337991553844715
16,XGBoost,15,0.8117231655133798
16,SVR,15,0.7313081813986739
16,Ridge,15,0.5297014489498013
16,GBR,15,0.758618348723319
16,MLP,15,-0.33274368610304084
16,TabPFN,20,0.9018071148753429
16,RF,20,0.8331561894044702
16,XGBoost,20,0.7387281413570905
16,SVR,20,0.6845718098661697
16,Ridge,20,0.7921657474128568
16,GBR,20,0.595462266650516
16,MLP,20,0.2707840780309372
16,TabPFN,25,0.8403012629134863
16,RF,25,0.8341892144778517
16,XGBoost,25,0.8442193623068722
16,SVR,25,0.7230798075157252
16,Ridge,25,0.8484636130540967
16,GBR,25,0.6232725477725114
16,MLP,25,0.668449239010112
16,TabPFN,30,0.8990157047030951
16,RF,30,0.8275438350896533
16,XGBoost,30,0.7782865052895327
16,SVR,30,0.7299990792641516
16,Ridge,30,0.7433573470948434
16,GBR,30,0.5514992284619813
16,MLP,30,-0.6489692927968316
16,TabPFN,35,0.8523909716961332
16,RF,35,0.7699734142350021
16,XGBoost,35,0.8460859059097556
16,SVR,35,0.817038726032601
16,Ridge,35,0.6944596330801498
16,GBR,35,0.7197203545553132
16,MLP,35,0.3259768500459249
16,TabPFN,40,0.8716824605351732
16,RF,40,0.7456653033901085
16,XGBoost,40,0.8532059556993459
16,SVR,40,0.7831049459868606
16,Ridge,40,0.8194085660801591
16,GBR,40,0.7258086416810536
16,MLP,40,0.8559642143675156
16,TabPFN,45,0.8881303977825403
16,RF,45,0.8018798480085364
16,XGBoost,45,0.8442474040280374
16,SVR,45,0.7573816073304663
16,Ridge,45,0.8467243811147088
16,GBR,45,0.715515942242729
16,MLP,45,-0.6608102363860049
16,TabPFN,48,0.8714801763323161
16,RF,48,0.7476451767243415
16,XGBoost,48,0.8165683123589291
16,SVR,48,0.7579487128947767
16,Ridge,48,0.8100008526196284
16,GBR,48,0.6801845999980465
16,MLP,48,-0.5753630486674235
17,TabPFN,10,0.5254328693428023
17,RF,10,0.693438946859287
17,XGBoost,10,0.6871400835051855
17,SVR,10,0.33588002050504884
17,Ridge,10,0.41648567800652303
17,GBR,10,0.6493378928104084
17,MLP,10,-3.322414689945963
17,TabPFN,15,0.8707890443529746
17,RF,15,0.9077725474211817
17,XGBoost,15,0.7202010838763041
17,SVR,15,0.6084316705258219
17,Ridge,15,0.6398935725293471
17,GBR,15,0.8071824825917401
17,MLP,15,-2.790733787546646
17,TabPFN,20,0.9260090324238065
17,RF,20,0.921369311022604
17,XGBoost,20,0.836248578454042
17,SVR,20,0.5240084792251626
17,Ridge,20,0.09303535082611103
17,GBR,20,0.9048664712901185
17,MLP,20,-2.1015751237173195
17,TabPFN,25,0.8874982143154261
17,RF,25,0.9146717091622185
17,XGBoost,25,0.8445739339353632
17,SVR,25,0.4208365557552052
17,Ridge,25,0.4505525559413702
17,GBR,25,0.8762035715985654
17,MLP,25,-0.4166591088491294
17,TabPFN,30,0.9397933584886253
17,RF,30,0.9160748599907568
17,XGBoost,30,0.9105544773794231
17,SVR,30,0.6712069200518743
17,Ridge,30,0.4479050576520365
17,GBR,30,0.9306816363573551
17,MLP,30,-0.283747047144018
17,TabPFN,35,0.9436634774261783
17,RF,35,0.9729543217941412
17,XGBoost,35,0.898606513484642
17,SVR,35,0.6484894001588803
17,Ridge,35,0.2370541216623523
17,GBR,35,0.9656105203831057
17,MLP,35,-0.7873330378157728
17,TabPFN,40,0.8875253075436161
17,RF,40,0.8834729850643743
17,XGBoost,40,0.8821951074586631
17,SVR,40,0.624786215109052
17,Ridge,40,0.3618534610240308
17,GBR,40,0.8428957173025726
17,MLP,40,0.0646904021900021
17,TabPFN,45,0.9509921407394171
17,RF,45,0.9672264026434848
17,XGBoost,45,0.930848702469393
17,SVR,45,0.5615755534499977
17,Ridge,45,0.4034317449239626
17,GBR,45,0.9572318192682001
17,MLP,45,-0.5489232205589802
17,TabPFN,48,0.9346229278052866
17,RF,48,0.9666846847205982
17,XGBoost,48,0.9161704937438562
17,SVR,48,0.5752017876748556
17,Ridge,48,0.39239508140365154
17,GBR,48,0.9584404972671674
17,MLP,48,-0.5758782933963809
18,TabPFN,10,0.8851166928804506
18,RF,10,0.772884221320646
18,XGBoost,10,0.6557177927846893
18,SVR,10,0.3740387429825732
18,Ridge,10,0.6555294934703026
18,GBR,10,0.8126370246586578
18,MLP,10,-0.09943814865430789
18,TabPFN,15,0.7359464443979934
18,RF,15,0.7378134506096874
18,XGBoost,15,0.6862340438651726
18,SVR,15,0.46193832289713765
18,Ridge,15,0.4147237327955494
18,GBR,15,0.7664896958626694
18,MLP,15,-0.026775424042037255
18,TabPFN,20,0.929105971124237
18,RF,20,0.8138547986834117
18,XGBoost,20,0.7577872489523688
18,SVR,20,0.6074899925669827
18,Ridge,20,0.595764894991377
18,GBR,20,0.8621515090792244
18,MLP,20,-0.5891832839371414
18,TabPFN,25,0.9004838244725392
18,RF,25,0.8779588819864015
18,XGBoost,25,0.8721173476925427
18,SVR,25,0.5675754645223565
18,Ridge,25,0.5107681426302084
18,GBR,25,0.752400256641963
18,MLP,25,-0.7045737424541103
18,TabPFN,30,0.9399098172799045
18,RF,30,0.9124236534235405
18,XGBoost,30,0.7548443734529244
18,SVR,30,0.7533075305051548
18,Ridge,30,0.6153621579777708
18,GBR,30,0.9598591053425546
18,MLP,30,0.5966907458169828
18,TabPFN,35,0.9708736681021352
18,RF,35,0.9329576380997657
18,XGBoost,35,0.9060196441221381
18,SVR,35,0.5662746838999582
18,Ridge,35,0.6452604632335401
18,GBR,35,0.9407395074024202
18,MLP,35,0.3128945315015951
18,TabPFN,40,0.9535349882653417
18,RF,40,0.9270308528072608
18,XGBoost,40,0.933231565333449
18,SVR,40,0.5540377645417638
18,Ridge,40,0.5992321052237649
18,GBR,40,0.9149416312331025
18,MLP,40,0.49422205015408016
18,TabPFN,45,0.956578798995652
18,RF,45,0.9338449301898653
18,XGBoost,45,0.9261451350565026
18,SVR,45,0.6153346756052027
18,Ridge,45,0.6439555211305273
18,GBR,45,0.9415378284072179
18,MLP,45,0.7192154474708611
18,TabPFN,48,0.9609295631908327
18,RF,48,0.944539813577475
18,XGBoost,48,0.9319563482370701
18,SVR,48,0.5993030342567038
18,Ridge,48,0.6349825713809217
18,GBR,48,0.9307868665712111
18,MLP,48,0.6901340279927924
19,TabPFN,10,0.7357704421512942
19,RF,10,0.7211552493785629
19,XGBoost,10,0.3181240032995024
19,SVR,10,-0.1422609557946517
19,Ridge,10,-0.09100480812305833
19,GBR,10,0.453652665824811
19,MLP,10,-6.981270460369784
19,TabPFN,15,0.8380935580956477
19,RF,15,0.8509849293960352
19,XGBoost,15,0.8921102923093582
19,SVR,15,0.48258952337537697
19,Ridge,15,0.20032290397372865
19,GBR,15,0.8691923621770743
19,MLP,15,-2.6761463670417998
19,TabPFN,20,0.7325364285817499
19,RF,20,0.7074088278929123
19,XGBoost,20,0.7602041114794943
19,SVR,20,0.3929755385550726
19,Ridge,20,-0.17714347900333638
19,GBR,20,0.528080795085999
19,MLP,20,-1.272499882595433
19,TabPFN,25,0.7631015823790028
19,RF,25,0.7307950463678435
19,XGBoost,25,0.35813043928461374
19,SVR,25,0.4129202822988961
19,Ridge,25,-0.0874715886727262
19,GBR,25,0.6584420064286473
19,MLP,25,-0.7407867079338917
19,TabPFN,30,0.8661390763547423
19,RF,30,0.8252185078051417
19,XGBoost,30,0.9103510956945994
19,SVR,30,0.4767112084413172
19,Ridge,30,-0.3098588039735939
19,GBR,30,0.8802486069452622
19,MLP,30,-3.909676906397017
19,TabPFN,35,0.8456853123385848
19,RF,35,0.8544258623417187
19,XGBoost,35,0.8485994635866849
19,SVR,35,0.4654649465440557
19,Ridge,35,0.06303300020871205
19,GBR,35,0.8544417925911698
19,MLP,35,-2.9158076257614782
19,TabPFN,40,0.8330357084722433
19,RF,40,0.8366386686523152
19,XGBoost,40,0.7870665346159658
19,SVR,40,0.6270609700173786
19,Ridge,40,-0.12639617395520464
19,GBR,40,0.7802024103401635
19,MLP,40,-2.2352984461258547
19,TabPFN,45,0.811502953417968
19,RF,45,0.8237717242924388
19,XGBoost,45,0.7616713688081341
19,SVR,45,0.5035003655054107
19,Ridge,45,-0.1265541602441449
19,GBR,45,0.7623925780781423
19,MLP,45,-2.3739004373597328
19,TabPFN,48,0.8163632848156388
19,RF,48,0.8315039624935082
19,XGBoost,48,0.7699631711926822
19,SVR,48,0.5094510390517798
19,Ridge,48,-0.1559105688209561
19,GBR,48,0.7696499412640745
19,MLP,48,-0.0027683913933567172
20,TabPFN,10,0.6075633239956175
20,RF,10,0.4973620243106208
20,XGBoost,10,0.6692298735603694
20,SVR,10,0.03480958942125889
20,Ridge,10,0.23951662711235533
20,GBR,10,0.7625055827646048
20,MLP,10,-7.43770705256183
20,TabPFN,15,0.8412287531967979
20,RF,15,0.8999377607510328
20,XGBoost,15,0.7957195041077045
20,SVR,15,0.6575410472197016
20,Ridge,15,0.6655234340032365
20,GBR,15,0.8824043857077637
20,MLP,15,0.37004387286377105
20,TabPFN,20,0.9377509320900088
20,RF,20,0.9165337164349732
20,XGBoost,20,0.8670047579509494
20,SVR,20,0.6474597246783491
20,Ridge,20,0.7424159603095055
20,GBR,20,0.8669241179254251
20,MLP,20,0.7598739881425963
20,TabPFN,25,0.9227036203626674
20,RF,25,0.8876175042292638
20,XGBoost,25,0.735620835686546
20,SVR,25,0.521236267859629
20,Ridge,25,0.6135587132765927
20,GBR,25,0.8167165101869316
20,MLP,25,0.33617045689177993
20,TabPFN,30,0.9434709385400487
20,RF,30,0.9150199408685195
20,XGBoost,30,0.854478988494564
20,SVR,30,0.5193996867149823
20,Ridge,30,0.7760526133053212
20,GBR,30,0.8652040936951106
20,MLP,30,-0.03531342708806573
20,TabPFN,35,0.9472705809131197
20,RF,35,0.9144565456109406
20,XGBoost,35,0.885031640246741
20,SVR,35,0.4621236737593555
20,Ridge,35,0.7479247838269957
20,GBR,35,0.9018269657567242
20,MLP,35,-0.14398471079055275
20,TabPFN,40,0.9655018807344925
20,RF,40,0.9370047402808692
20,XGBoost,40,0.9074682233020792
20,SVR,40,0.5008377253044802
20,Ridge,40,0.7285562768964582
20,GBR,40,0.8956157066907043
20,MLP,40,0.1046431858249448
20,TabPFN,45,0.9597413335404226
20,RF,45,0.9224673179812803
20,XGBoost,45,0.8867995764181312
20,SVR,45,0.455596203138657
20,Ridge,45,0.7921171505652764
20,GBR,45,0.879953195132988
20,MLP,45,0.8391360388203366
20,TabPFN,48,0.9596301517221548
20,RF,48,0.9242692032012287
20,XGBoost,48,0.875376623572941
20,SVR,48,0.5560255283861174
20,Ridge,48,0.796004603811618
20,GBR,48,0.8705266021673504
20,MLP,48,0.8430189615669925
21,TabPFN,10,0.8390408035767939
21,RF,10,0.7537740091665461
21,XGBoost,10,0.6811469538465007
21,SVR,10,0.7112449244945382
21,Ridge,10,0.584476610344826
21,GBR,10,0.8517745967653881
21,MLP,10,-0.4440971965417755
21,TabPFN,15,0.8757435539668184
21,RF,15,0.9232400595958038
21,XGBoost,15,0.7086186237677048
21,SVR,15,0.5452022693294574
21,Ridge,15,-0.3620686527433803
21,GBR,15,0.7727201060997257
21,MLP,15,0.0764575437891527
21,TabPFN,20,0.9420935537789082
21,RF,20,0.8949157163788476
21,XGBoost,20,0.8797956457790175
21,SVR,20,0.6525209482132426
21,Ridge,20,0.6135990156131759
21,GBR,20,0.8760855403697589
21,MLP,20,0.48087038489273737
21,TabPFN,25,0.8832136191794734
21,RF,25,0.911718757278172
21,XGBoost,25,0.8435779653171473
21,SVR,25,0.8335607413978217
21,Ridge,25,0.739294824750584
21,GBR,25,0.8751497448748964
21,MLP,25,0.7024206591400274
21,TabPFN,30,0.9613044983482937
21,RF,30,0.9502618803219018
21,XGBoost,30,0.9393230600989094
21,SVR,30,0.6855496207507157
21,Ridge,30,0.6700953781051959
21,GBR,30,0.9601839637534916
21,MLP,30,-0.6715379098736987
21,TabPFN,35,0.8911416917968028
21,RF,35,0.894090741987047
21,XGBoost,35,0.8868894665786465
21,SVR,35,0.7616191069752114
21,Ridge,35,0.6188511423911208
21,GBR,35,0.862892964035549
21,MLP,35,0.685987130396843
21,TabPFN,40,0.9255065350123686
21,RF,40,0.9380447205189117
21,XGBoost,40,0.8823076236643366
21,SVR,40,0.7463504326337284
21,Ridge,40,0.6467139099966527
21,GBR,40,0.9162633655709703
21,MLP,40,0.5591905930895735
21,TabPFN,45,0.9316092141201656
21,RF,45,0.9355025717681009
21,XGBoost,45,0.8761691427143851
21,SVR,45,0.824428545529069
21,Ridge,45,0.6878395333821121
21,GBR,45,0.9379292925671322
21,MLP,45,-0.6977179177676291
21,TabPFN,48,0.9335908744806389
21,RF,48,0.9614014358746413
21,XGBoost,48,0.9173215491372216
21,SVR,48,0.7928086091892282
21,Ridge,48,0.6852054983264018
21,GBR,48,0.976469837628608
21,MLP,48,-0.594999703742227
22,TabPFN,10,0.728389568196301
22,RF,10,0.6917709411515279
22,XGBoost,10,0.25250482401575547
22,SVR,10,-0.06889497107876918
22,Ridge,10,-0.07079651987905122
22,GBR,10,0.5881844878436993
22,MLP,10,-2.2277312120714186
22,TabPFN,15,0.7739086447256429
22,RF,15,0.8080986204785122
22,XGBoost,15,0.7188114154995029
22,SVR,15,0.6867732688967203
22,Ridge,15,0.36833594943841663
22,GBR,15,0.7355962918122976
22,MLP,15,-0.7658014743119417
22,TabPFN,20,0.9262468686353224
22,RF,20,0.8762913407164515
22,XGBoost,20,0.9185403455849922
22,SVR,20,0.5966886947263133
22,Ridge,20,-0.13168810905734385
22,GBR,20,0.8910242775339537
22,MLP,20,-0.42567788231130343
22,TabPFN,25,0.8522325796150996
22,RF,25,0.8505465133109918
22,XGBoost,25,0.8401876482981985
22,SVR,25,0.7828357177714002
22,Ridge,25,0.3651987090434389
22,GBR,25,0.8371585416827889
22,MLP,25,-0.09164486749177336
22,TabPFN,30,0.926462000489502
22,RF,30,0.9157306442720906
22,XGBoost,30,0.9458306527096089
22,SVR,30,0.6239896078942608
22,Ridge,30,0.49379736174590116
22,GBR,30,0.9053136786360627
22,MLP,30,-0.1911917199009021
22,TabPFN,35,0.9038104638638503
22,RF,35,0.8580807292114414
22,XGBoost,35,0.8491617677109234
22,SVR,35,0.8308289734327148
22,Ridge,35,0.45631469063980046
22,GBR,35,0.8519744523087516
22,MLP,35,-0.2700899906286536
22,TabPFN,40,0.9113254284977865
22,RF,40,0.8746369935066487
22,XGBoost,40,0.8397232526870828
22,SVR,40,0.758931068600054
22,Ridge,40,0.43894198712785815
22,GBR,40,0.8619895600416854
22,MLP,40,-0.03718118200145648
22,TabPFN,45,0.8979657489673891
22,RF,45,0.8751648807294333
22,XGBoost,45,0.8341941755345552
22,SVR,45,0.8064941277802777
22,Ridge,45,0.42547644919411953
22,GBR,45,0.8343488960151887
22,MLP,45,-0.1983724063718908
22,TabPFN,48,0.9026628555303187
22,RF,48,0.868141306777803
22,XGBoost,48,0.8402172735224258
22,SVR,48,0.8102078108337913
22,Ridge,48,0.4428154764208132
22,GBR,48,0.8263304215175465
22,MLP,48,0.6625272124634869
23,TabPFN,10,0.6852457407653336
23,RF,10,0.7659378292943255
23,XGBoost,10,0.330007197632458
23,SVR,10,0.20954207799569613
23,Ridge,10,-0.26079311968056196
23,GBR,10,0.6365042214833215
23,MLP,10,-1.6903380139660813
23,TabPFN,15,0.8092576786186855
23,RF,15,0.7891901284932202
23,XGBoost,15,0.3666038116739617
23,SVR,15,0.37951983546131884
23,Ridge,15,0.06620746186908633
23,GBR,15,0.7339889131075723
23,MLP,15,-4.443679383188403
23,TabPFN,20,0.8337598299010035
23,RF,20,0.8405087048807792
23,XGBoost,20,0.796258039461057
23,SVR,20,0.7123480403393103
23,Ridge,20,0.17856419243761334
23,GBR,20,0.7195248616915022
23,MLP,20,-0.4424088429416655
23,TabPFN,25,0.8048659683248338
23,RF,25,0.7343615478315182
23,XGBoost,25,0.7353929307196763
23,SVR,25,0.47069496241353714
23,Ridge,25,0.39877944508409224
23,GBR,25,0.7175237545371755
23,MLP,25,-1.3406823269784924
23,TabPFN,30,0.8475026562271261
23,RF,30,0.824242362003965
23,XGBoost,30,0.8103793780343651
23,SVR,30,0.5550126356581274
23,Ridge,30,0.37735695365506183
23,GBR,30,0.7006803432598828
23,MLP,30,-0.0921462743010193
23,TabPFN,35,0.8619888795614716
23,RF,35,0.8051124505206548
23,XGBoost,35,0.8415593693807546
23,SVR,35,0.5308188344000502
23,Ridge,35,0.3140104728180998
23,GBR,35,0.7149943272150829
23,MLP,35,-1.8759279738384178
23,TabPFN,40,0.8475133839681307
23,RF,40,0.7610092386360415
23,XGBoost,40,0.8403832522758966
23,SVR,40,0.5350343113377565
23,Ridge,40,0.30525986139464323
23,GBR,40,0.7486837749214628
23,MLP,40,0.27676983290921753
23,TabPFN,45,0.846422482477656
23,RF,45,0.769858900076206
23,XGBoost,45,0.8846127668220596
23,SVR,45,0.6118426368297545
23,Ridge,45,0.32348209641693393
23,GBR,45,0.6543032570626794
23,MLP,45,-1.028064711528165
23,TabPFN,48,0.8499338302834807
23,RF,48,0.7738409053485655
23,XGBoost,48,0.8743102640332765
23,SVR,48,0.5616557067001875
23,Ridge,48,0.35639058542443736
23,GBR,48,0.6460882534877299
23,MLP,48,0.2847838418788
24,TabPFN,10,0.8888908898376914
24,RF,10,0.7696265063955909
24,XGBoost,10,0.8615348059701553
24,SVR,10,0.4961627099999696
24,Ridge,10,-2.575458067536568
24,GBR,10,0.9429093966080132
24,MLP,10,-7.8489287047518665
24,TabPFN,15,0.931677076678143
24,RF,15,0.7326405173844124
24,XGBoost,15,0.49534853718448235
24,SVR,15,0.44784056883338164
24,Ridge,15,0.39453871563934795
24,GBR,15,0.7502064545379762
24,MLP,15,-0.10057196342539987
24,TabPFN,20,0.9622212113560776
24,RF,20,0.907248724050318
24,XGBoost,20,0.9066911459256002
24,SVR,20,0.6629473823030899
24,Ridge,20,0.24428797100548094
24,GBR,20,0.9127203142972671
24,MLP,20,-1.2610611668313902
24,TabPFN,25,0.9495435136661196
24,RF,25,0.9495217606362008
24,XGBoost,25,0.815761693879729
24,SVR,25,0.554863790469204
24,Ridge,25,0.16702139535059435
24,GBR,25,0.916502525396518
24,MLP,25,-0.5823255062388497
24,TabPFN,30,0.9646950267801435
24,RF,30,0.9337149395785924
24,XGBoost,30,0.8884958817877513
24,SVR,30,0.5920773199383715
24,Ridge,30,0.15313923457581724
24,GBR,30,0.9084642030919879
24,MLP,30,-0.651044518517296
24,TabPFN,35,0.977810591736598
24,RF,35,0.9419871751899751
24,XGBoost,35,0.9312246155428907
24,SVR,35,0.5892788404386224
24,Ridge,35,0.46808384579170503
24,GBR,35,0.903860521057189
24,MLP,35,-1.047014638455956
24,TabPFN,40,0.9826281828078272
24,RF,40,0.9503568950772826
24,XGBoost,40,0.914248983694216
24,SVR,40,0.5906731471684433
24,Ridge,40,0.1678085203023314
24,GBR,40,0.9346358321203619
24,MLP,40,-1.78616278758859
24,TabPFN,45,0.9816148026432764
24,RF,45,0.9337825163616664
24,XGBoost,45,0.9479586356297489
24,SVR,45,0.5943790592945972
24,Ridge,45,0.510877417488893
24,GBR,45,0.9158534129071177
24,MLP,45,0.7756597418863478
24,TabPFN,48,0.9808357501093269
24,RF,48,0.9269608045416882
24,XGBoost,48,0.9246665991206523
24,SVR,48,0.5627526116118458
24,Ridge,48,0.4581209837215099
24,GBR,48,0.889248452600869
24,MLP,48,0.7539709778884472
25,TabPFN,10,0.6719116738785726
25,RF,10,0.5013013144328798
25,XGBoost,10,0.4968390940967605
25,SVR,10,0.3030316024462216
25,Ridge,10,-0.13506387857691027
25,GBR,10,0.5613511751796654
25,MLP,10,-1.541898479144319
25,TabPFN,15,0.842806282867599
25,RF,15,0.7218885941620857
25,XGBoost,15,0.37611259340090186
25,SVR,15,0.6499108597406174
25,Ridge,15,0.45978599365485595
25,GBR,15,0.6822426633074898
