fold,model,n_train,R2
25,MLP,15,-0.27721349879799373
25,TabPFN,20,0.8281989150756215
25,RF,20,0.9000911212837999
25,XGBoost,20,0.8688702078990489
25,SVR,20,0.6965186173638965
25,Ridge,20,0.25687900429224175
25,GBR,20,0.9242412307462203
25,MLP,20,0.5342725776802426
25,TabPFN,25,0.8419204554302958
25,RF,25,0.8859243708545242
25,XGBoost,25,0.7511522041084664
25,SVR,25,0.795093299625637
25,Ridge,25,0.46207519110083084
25,GBR,25,0.8445181259176568
25,MLP,25,-0.9873386995701785
25,TabPFN,30,0.9133173067591239
25,RF,30,0.8941974092372592
25,XGBoost,30,0.8820757948534621
25,SVR,30,0.7530323416820052
25,Ridge,30,0.392364314088665
25,GBR,30,0.8734351734190944
25,MLP,30,-0.20763787943852785
25,TabPFN,35,0.9416877683420712
25,RF,35,0.9312226158070009
25,XGBoost,35,0.923988086864933
25,SVR,35,0.7496305190175077
25,Ridge,35,0.36102513702891326
25,GBR,35,0.9405768546232369
25,MLP,35,0.3743003790086632
25,TabPFN,40,0.904046917396611
25,RF,40,0.9024164103656352
25,XGBoost,40,0.8544196518518057
25,SVR,40,0.8675691801049681
25,Ridge,40,0.4876669683785867
25,GBR,40,0.8633624114335372
25,MLP,40,0.3225195330779882
25,TabPFN,45,0.9125644346737879
25,RF,45,0.9046468536792176
25,XGBoost,45,0.8676111029136689
25,SVR,45,0.8337091124169911
25,Ridge,45,0.4769621239129004
25,GBR,45,0.890728019174892
25,MLP,45,0.5248613915914146
25,TabPFN,48,0.9117987369787348
25,RF,48,0.9071423135153324
25,XGBoost,48,0.8694352541754693
25,SVR,48,0.8348430783075398
25,Ridge,48,0.46838796393165183
25,GBR,48,0.8945765988044421
25,MLP,48,0.47723362161204075
26,TabPFN,10,0.690544190798742
26,RF,10,0.2727106549427668
26,XGBoost,10,0.05229299362512663
26,SVR,10,-0.49122460465920703
26,Ridge,10,0.2425756603665672
26,GBR,10,0.008343350538804417
26,MLP,10,-1.5195370080832507
26,TabPFN,15,0.7775631594081119
26,RF,15,0.6315653214337197
26,XGBoost,15,0.559686675917949
26,SVR,15,-0.08353311175806089
26,Ridge,15,0.5020123342500052
26,GBR,15,0.64076205171893
26,MLP,15,-0.7995972837750418
26,TabPFN,20,0.9067394259291675
26,RF,20,0.8323577126708737
26,XGBoost,20,0.7040353089089406
26,SVR,20,0.35194434819682696
26,Ridge,20,0.6699843101377005
26,GBR,20,0.8086484156992522
26,MLP,20,0.6298004271837688
26,TabPFN,25,0.8881157400718067
26,RF,25,0.7714878104150859
26,XGBoost,25,0.684088966534006
26,SVR,25,0.16409433193427136
26,Ridge,25,0.582638654309672
26,GBR,25,0.73138924632941
26,MLP,25,0.6807963639398271
26,TabPFN,30,0.7924177857941523
26,RF,30,0.817038838405854
26,XGBoost,30,0.8086745740645986
26,SVR,30,0.4177178462341835
26,Ridge,30,0.6512695383033908
26,GBR,30,0.7841220145142839
26,MLP,30,0.563293644746417
26,TabPFN,35,0.8397050536796828
26,RF,35,0.7509094870480999
26,XGBoost,35,0.7156479680187651
26,SVR,35,0.4326184406205613
26,Ridge,35,0.709309577015332
26,GBR,35,0.7842866270127664
26,MLP,35,0.6249445813437451
26,TabPFN,40,0.8639195840081153
26,RF,40,0.7781514765464017
26,XGBoost,40,0.7450238149600574
26,SVR,40,-0.01836094162290136
26,Ridge,40,0.6570444883863624
26,GBR,40,0.7461793419482043
26,MLP,40,0.48347125776379074
26,TabPFN,45,0.8715011068668929
26,RF,45,0.8240994771240882
26,XGBoost,45,0.8100388088530948
26,SVR,45,0.35386273307092964
26,Ridge,45,0.663516506304568
26,GBR,45,0.8132720924091033
26,MLP,45,0.5028311200416993
26,TabPFN,48,0.87106538066378
26,RF,48,0.8259081979337115
26,XGBoost,48,0.8277290459362442
26,SVR,48,0.3343758872164756
26,Ridge,48,0.691073836177325
26,GBR,48,0.8229234467344374
26,MLP,48,0.7230688786603785
27,TabPFN,10,0.6816065448863542
27,RF,10,0.8262710546667793
27,XGBoost,10,0.7749462698281047
27,SVR,10,-0.05420296912696054
27,Ridge,10,-0.12755602986172954
27,GBR,10,0.6064331854701341
27,MLP,10,-3.5777577182563043
27,TabPFN,15,0.7997359762670189
27,RF,15,0.7866017065632583
27,XGBoost,15,0.8061489687948977
27,SVR,15,0.5459879097521678
27,Ridge,15,0.4263087212662492
27,GBR,15,0.7336194711629679
27,MLP,15,-1.0096106434488887
27,TabPFN,20,0.8881013175904491
27,RF,20,0.8918606409104772
27,XGBoost,20,0.8049036793259645
27,SVR,20,0.8774969144771367
27,Ridge,20,0.1120819222406848
27,GBR,20,0.8124770764319507
27,MLP,20,0.34660962246971083
27,TabPFN,25,0.9189169696046777
27,RF,25,0.8662656857543464
27,XGBoost,25,0.7612292875941797
27,SVR,25,0.87699367331263
27,Ridge,25,0.5483143807833953
27,GBR,25,0.7703245863295347
27,MLP,25,-1.8090458296463185
27,TabPFN,30,0.8877739963134574
27,RF,30,0.8398267239529925
27,XGBoost,30,0.8413397307785929
27,SVR,30,-0.37756443496404035
27,Ridge,30,0.17782663789035857
27,GBR,30,0.7186342750515577
27,MLP,30,-3.670157641691411
27,TabPFN,35,0.8675795814549409
27,RF,35,0.8298506328526234
27,XGBoost,35,0.895337914085865
27,SVR,35,0.5958389580198954
27,Ridge,35,0.4577808418045556
27,GBR,35,0.7751650796208361
27,MLP,35,0.045766402155597685
27,TabPFN,40,0.8654575328088433
27,RF,40,0.8339275316066772
27,XGBoost,40,0.882888441972338
27,SVR,40,0.8303787497243752
27,Ridge,40,0.4763640020738422
27,GBR,40,0.6959826209117147
27,MLP,40,-0.882952642710668
27,TabPFN,45,0.877549713783051
27,RF,45,0.8567160237355759
27,XGBoost,45,0.8337036905538148
27,SVR,45,0.727299683153164
27,Ridge,45,0.48594763318949574
27,GBR,45,0.7394635832261249
27,MLP,45,0.7305233064952685
27,TabPFN,48,0.8694108338172959
27,RF,48,0.8408564654838142
27,XGBoost,48,0.8892371160061164
27,SVR,48,0.7443277664752486
27,Ridge,48,0.48702077699730373
27,GBR,48,0.7447110845707972
27,MLP,48,-0.9123899600736716
28,TabPFN,10,0.7619504499302976
28,RF,10,0.6284772553458309
28,XGBoost,10,0.6779943808950745
28,SVR,10,-0.5169878437739528
28,Ridge,10,0.17983163920600365
28,GBR,10,0.6350182168572845
28,MLP,10,-2.2872535075193645
28,TabPFN,15,0.9185198352589073
28,RF,15,0.806761541453632
28,XGBoost,15,0.750235285076152
28,SVR,15,0.2953159826389392
28,Ridge,15,0.49060515010660355
28,GBR,15,0.7828797930268734
28,MLP,15,-0.08552633275862664
28,TabPFN,20,0.7712445348637527
28,RF,20,0.7837718286863333
28,XGBoost,20,0.7712647656219771
28,SVR,20,0.45027486201774125
28,Ridge,20,-0.03852698187656367
28,GBR,20,0.6995334898175274
28,MLP,20,-1.6648357154229725
28,TabPFN,25,0.9377473107915067
28,RF,25,0.8506501624601273
28,XGBoost,25,0.5774888401377213
28,SVR,25,0.6821991732543341
28,Ridge,25,0.19968879081455304
28,GBR,25,0.8889866778446691
28,MLP,25,-0.10320656908123715
28,TabPFN,30,0.9081399871470968
28,RF,30,0.8187462647948129
28,XGBoost,30,0.8043735503426894
28,SVR,30,0.42416252263283283
28,Ridge,30,-0.06398449210754942
28,GBR,30,0.6684093863161933
28,MLP,30,-0.33290234750463754
28,TabPFN,35,0.9144758609826147
28,RF,35,0.8304841308106392
28,XGBoost,35,0.7557051285092413
28,SVR,35,0.3754000227509726
28,Ridge,35,0.45202365021749835
28,GBR,35,0.7526469754589845
28,MLP,35,-0.04899242467323939
28,TabPFN,40,0.8961827531477992
28,RF,40,0.8803553838083548
28,XGBoost,40,0.871625639749122
28,SVR,40,0.4675038485888515
28,Ridge,40,0.2389771143757219
28,GBR,40,0.8667795662263262
28,MLP,40,-0.041104618928733405
28,TabPFN,45,0.9320646127316843
28,RF,45,0.816694718352288
28,XGBoost,45,0.800416254765161
28,SVR,45,0.423488605796423
28,Ridge,45,0.26744900150591877
28,GBR,45,0.6138410112224092
28,MLP,45,0.2769861102173419
28,TabPFN,48,0.931576384688058
28,RF,48,0.8526959583484365
28,XGBoost,48,0.8088595999767254
28,SVR,48,0.5200763772904791
28,Ridge,48,0.2638774966382921
28,GBR,48,0.7708945726246541
28,MLP,48,-0.10543083451691349
29,TabPFN,10,0.8943699185357091
29,RF,10,0.815621772568821
29,XGBoost,10,0.7551291655774495
29,SVR,10,0.5391885582950238
29,Ridge,10,-1.1070753370070436
29,GBR,10,0.8088825906463728
29,MLP,10,-5.995985607207414
29,TabPFN,15,0.8372464494207517
29,RF,15,0.9110842962849174
29,XGBoost,15,0.9053024274418454
29,SVR,15,0.6299447675011172
29,Ridge,15,0.7168270534794587
29,GBR,15,0.9426362515587695
29,MLP,15,-0.5813228987492565
29,TabPFN,20,0.9803623095765401
29,RF,20,0.9464637030601974
29,XGBoost,20,0.8963130933065342
29,SVR,20,0.6394300724355224
29,Ridge,20,0.5765399924968553
29,GBR,20,0.918715454268909
29,MLP,20,-0.5042229689896265
29,TabPFN,25,0.8953601758420746
29,RF,25,0.8673449722960644
29,XGBoost,25,0.8108032549399435
29,SVR,25,0.5732753899919514
29,Ridge,25,-1.095083511461107
29,GBR,25,0.8522766091711468
29,MLP,25,0.14824771043753182
29,TabPFN,30,0.9496594105370424
29,RF,30,0.9568179924828981
29,XGBoost,30,0.8876425441086494
29,SVR,30,0.6646691854578897
29,Ridge,30,0.7019313548645003
29,GBR,30,0.9374059499582947
29,MLP,30,0.3118448873386924
29,TabPFN,35,0.9514846797706117
29,RF,35,0.9582941630055293
29,XGBoost,35,0.9106056798225722
29,SVR,35,0.7081480836916467
29,Ridge,35,0.5223966169139486
29,GBR,35,0.8816532772510544
29,MLP,35,-0.765076178620576
29,TabPFN,40,0.9667117364240838
29,RF,40,0.9352568342398861
29,XGBoost,40,0.8872841845672162
29,SVR,40,0.5945448702280967
29,Ridge,40,0.4695071815777926
29,GBR,40,0.9010636288959853
29,MLP,40,0.011184704094795106
29,TabPFN,45,0.9725545057035966
29,RF,45,0.9663731043693571
29,XGBoost,45,0.8988619488021687
29,SVR,45,0.7004029133753904
29,Ridge,45,0.4644481038424988
29,GBR,45,0.9394925722749933
29,MLP,45,0.047837461422449934
29,TabPFN,48,0.9703530962650726
29,RF,48,0.9538316090968422
29,XGBoost,48,0.8938465853980724
29,SVR,48,0.7021649558649011
29,Ridge,48,0.45550869916983483
29,GBR,48,0.9259626578381107
29,MLP,48,0.04255817697176789
30,TabPFN,10,0.6748723523474538
30,RF,10,0.569792654761753
30,XGBoost,10,0.14098283971695147
30,SVR,10,0.21795863960578687
30,Ridge,10,-0.8836939577818281
30,GBR,10,0.5592386894168154
30,MLP,10,-2.1147624834288616
30,TabPFN,15,0.8174417173141907
30,RF,15,0.8590181971425886
30,XGBoost,15,0.26556114900293226
30,SVR,15,0.7853778060608828
30,Ridge,15,0.5928437084679898
30,GBR,15,0.6026121921688061
30,MLP,15,0.32904684985981236
30,TabPFN,20,0.8740141338286587
30,RF,20,0.8610300456659146
30,XGBoost,20,0.668424769247959
30,SVR,20,0.5636503467774181
30,Ridge,20,0.08509444556486001
30,GBR,20,0.6830590744939506
30,MLP,20,-0.7570063827758875
30,TabPFN,25,0.74546095985549
30,RF,25,0.7570732744894461
30,XGBoost,25,0.3440289399336889
30,SVR,25,0.7582642145634071
30,Ridge,25,0.19463811215658977
30,GBR,25,0.5428238753257917
30,MLP,25,0.642014361444508
30,TabPFN,30,0.9142290172331314
30,RF,30,0.819909147976185
30,XGBoost,30,0.6528668922847656
30,SVR,30,0.5974755108318578
30,Ridge,30,-0.2213514381235564
30,GBR,30,0.6362202106935566
30,MLP,30,-0.9256955193240521
30,TabPFN,35,0.823610054716495
30,RF,35,0.8763437325114591
30,XGBoost,35,0.781300369623035
30,SVR,35,0.8590494529710764
30,Ridge,35,0.30790025810138744
30,GBR,35,0.748146808069816
30,MLP,35,0.07313051906139834
30,TabPFN,40,0.8373769001315541
30,RF,40,0.8506516838259397
30,XGBoost,40,0.8014788465448428
30,SVR,40,0.8759641864483545
30,Ridge,40,0.33945340099967325
30,GBR,40,0.7607561540458092
30,MLP,40,-1.0864725731209592
30,TabPFN,45,0.8597907819303061
30,RF,45,0.8385149769512177
30,XGBoost,45,0.785419754274137
30,SVR,45,0.8799266957862822
30,Ridge,45,0.23681105867526897
30,GBR,45,0.7321176868744939
30,MLP,45,0.44373755727081854
30,TabPFN,48,0.8449437472710535
30,RF,48,0.8432815087168883
30,XGBoost,48,0.7984421058529647
30,SVR,48,0.8913683952156989
30,Ridge,48,0.2124020599257247
30,GBR,48,0.7531754905687086
30,MLP,48,0.5675374275381616
31,TabPFN,10,0.7513963919056079
31,RF,10,0.7693624356911657
31,XGBoost,10,0.6855193678944769
31,SVR,10,0.2703158244205309
31,Ridge,10,-5.374180389149208
31,GBR,10,0.708160911787317
31,MLP,10,-4.550346059286356
31,TabPFN,15,0.8586163974508325
31,RF,15,0.8355314577953366
31,XGBoost,15,0.8584525506128966
31,SVR,15,0.4089704090472016
31,Ridge,15,-1.7405844918316808
31,GBR,15,0.8133456773538783
31,MLP,15,-3.7979212413018306
31,TabPFN,20,0.8606630284578054
31,RF,20,0.8774853113446693
31,XGBoost,20,0.9273108308398148
31,SVR,20,0.5284904390607911
31,Ridge,20,0.4191074791911562
31,GBR,20,0.865842583102351
31,MLP,20,0.209080353093812
31,TabPFN,25,0.8284103027577143
31,RF,25,0.8220398901458195
31,XGBoost,25,0.8090587467191963
31,SVR,25,0.33329943237881554
31,Ridge,25,-0.05332391749725329
31,GBR,25,0.7867401818499871
31,MLP,25,0.26403678116675
31,TabPFN,30,0.8996068190664217
31,RF,30,0.8646773474575365
31,XGBoost,30,0.9155818258711056
31,SVR,30,0.34318737989590375
31,Ridge,30,0.22292985659636977
31,GBR,30,0.7798130254370279
31,MLP,30,-0.186247161965871
31,TabPFN,35,0.8143449396893614
31,RF,35,0.8261512407050603
31,XGBoost,35,0.8898006917776471
31,SVR,35,0.5032918759171043
31,Ridge,35,0.5207943838386406
31,GBR,35,0.7828032622305738
31,MLP,35,0.5641711689153721
31,TabPFN,40,0.8847041142475811
31,RF,40,0.840098360412141
31,XGBoost,40,0.9281698018151863
31,SVR,40,0.4670623011647599
31,Ridge,40,0.5430150530381891
31,GBR,40,0.7585301670926944
31,MLP,40,0.6311984400388244
31,TabPFN,45,0.8838014102915692
31,RF,45,0.8233930900588212
31,XGBoost,45,0.9217867619557232
31,SVR,45,0.5151755095413395
31,Ridge,45,0.5410682893279495
31,GBR,45,0.7902550545012237
31,MLP,45,0.24124080783841673
31,TabPFN,48,0.8756344789413459
31,RF,48,0.8268871727883456
31,XGBoost,48,0.9197920505508479
31,SVR,48,0.51006897342541
31,Ridge,48,0.5354290347483814
31,GBR,48,0.7915186579206512
31,MLP,48,0.22783738568953515
32,TabPFN,10,0.8743631740681109
32,RF,10,0.8085071136587499
32,XGBoost,10,0.6279192978356464
32,SVR,10,0.5800157456855322
32,Ridge,10,0.6284582842067878
32,GBR,10,0.7776111094398525
32,MLP,10,-0.5841715885696455
32,TabPFN,15,0.9507406879006587
32,RF,15,0.8871560913326189
32,XGBoost,15,0.7040971846966044
32,SVR,15,0.7773008651365344
32,Ridge,15,0.6384723231133682
32,GBR,15,0.8484913308461294
32,MLP,15,-0.914549701503302
32,TabPFN,20,0.8982076394261213
32,RF,20,0.8794221639411062
32,XGBoost,20,0.8483811667501057
32,SVR,20,0.8067525717476733
32,Ridge,20,0.7217220454016957
32,GBR,20,0.8577450472310142
32,MLP,20,0.47053875037904114
32,TabPFN,25,0.9327699313533874
32,RF,25,0.9229034411237982
32,XGBoost,25,0.8352279957081873
32,SVR,25,0.6891947344737549
32,Ridge,25,0.6712535392761172
32,GBR,25,0.9262603104010612
32,MLP,25,-0.8523638724955604
32,TabPFN,30,0.9285454796461479
32,RF,30,0.870823007297959
32,XGBoost,30,0.9017373946805809
32,SVR,30,0.6408055790814233
32,Ridge,30,0.6537782797529623
32,GBR,30,0.8719779355162502
32,MLP,30,0.44695892813316784
32,TabPFN,35,0.9226473078204125
32,RF,35,0.9273765054371841
32,XGBoost,35,0.8980601607996342
32,SVR,35,0.7024195716329276
32,Ridge,35,0.7665884873169606
32,GBR,35,0.9239696483366282
32,MLP,35,0.800032386679278
32,TabPFN,40,0.9454308260081576
32,RF,40,0.9316557182158587
32,XGBoost,40,0.8807108488249267
32,SVR,40,0.6793582525443695
32,Ridge,40,0.7415446696621933
32,GBR,40,0.923943093022526
32,MLP,40,-0.8727486640734878
32,TabPFN,45,0.9418482817595866
32,RF,45,0.9317875300126769
32,XGBoost,45,0.9039721233327443
32,SVR,45,0.762926799560924
32,Ridge,45,0.7359216849946
32,GBR,45,0.9324427855007523
32,MLP,45,-0.5587210611547486
32,TabPFN,48,0.937806806990432
32,RF,48,0.9248329673046477
32,XGBoost,48,0.8954158339621139
32,SVR,48,0.763618526328388
32,Ridge,48,0.7409071293682579
32,GBR,48,0.928557811138766
32,MLP,48,0.8750178642729349
33,TabPFN,10,0.7555370774150492
33,RF,10,0.49888153123448553
33,XGBoost,10,0.6062021130721638
33,SVR,10,0.3986825321833888
33,Ridge,10,0.0803168839610553
33,GBR,10,0.744854398713686
33,MLP,10,-2.746680274649505
33,TabPFN,15,0.9679928243512044
33,RF,15,0.8208976580106838
33,XGBoost,15,0.18464958166720502
33,SVR,15,0.6656689413186607
33,Ridge,15,0.719855895151719
33,GBR,15,0.6216344112949277
33,MLP,15,-5.118815762872916
33,TabPFN,20,0.9516119546898981
33,RF,20,0.9213742876068468
33,XGBoost,20,0.8715779983492485
33,SVR,20,0.7711101592260075
33,Ridge,20,0.39732671096304817
33,GBR,20,0.8737155261068978
33,MLP,20,0.602223449887559
33,TabPFN,25,0.9275995583627117
33,RF,25,0.8972616634285692
33,XGBoost,25,0.720395873395961
33,SVR,25,0.8336607103415535
33,Ridge,25,0.5839742271801642
33,GBR,25,0.6800468898213942
33,MLP,25,0.35988109503673904
33,TabPFN,30,0.9611259839626984
33,RF,30,0.8575033416508699
33,XGBoost,30,0.8302087285397368
33,SVR,30,0.9025910021527578
33,Ridge,30,0.5235664581645265
33,GBR,30,0.8369673750032189
33,MLP,30,-0.8160995391106414
33,TabPFN,35,0.9651660207555433
33,RF,35,0.8791176217738711
33,XGBoost,35,0.817798502923667
33,SVR,35,0.8221877204610101
33,Ridge,35,0.6747551442718779
33,GBR,35,0.7900849973398048
33,MLP,35,-0.7191214546006319
33,TabPFN,40,0.9693996131319971
33,RF,40,0.8689303305135848
33,XGBoost,40,0.8294717325572059
33,SVR,40,0.842690306293334
33,Ridge,40,0.727730550204933
33,GBR,40,0.8257098340515594
33,MLP,40,0.9112057217811047
33,TabPFN,45,0.963645947807832
33,RF,45,0.8609773846319082
33,XGBoost,45,0.8504232351889695
33,SVR,45,0.8997626750653742
33,Ridge,45,0.7026463504896684
33,GBR,45,0.8190793187901321
33,MLP,45,0.9273995136719112
33,TabPFN,48,0.9664144275617458
33,RF,48,0.8591629102068048
33,XGBoost,48,0.849339114050817
33,SVR,48,0.8681959771454235
33,Ridge,48,0.6962553083103327
33,GBR,48,0.8295165889473155
33,MLP,48,0.943245506560661
34,TabPFN,10,0.7941302054035598
34,RF,10,0.7036535079754227
34,XGBoost,10,0.42169443429511666
34,SVR,10,0.3439159013086901
34,Ridge,10,0.44518510134299893
34,GBR,10,0.8120483151280506
34,MLP,10,-1.5580632993325003
34,TabPFN,15,0.6940008210787854
34,RF,15,0.7472870044864044
34,XGBoost,15,0.7654629682720644
34,SVR,15,0.3230237891003892
34,Ridge,15,0.36652303239025774
34,GBR,15,0.7244152897826404
34,MLP,15,-5.283192591306641
34,TabPFN,20,0.8495567978422791
34,RF,20,0.7944378317453806
34,XGBoost,20,0.7632467470537537
34,SVR,20,0.440171918512555
34,Ridge,20,0.3188057063949957
34,GBR,20,0.774681078815372
34,MLP,20,0.018760793684289068
34,TabPFN,25,0.8406126724984495
34,RF,25,0.9075891141283204
34,XGBoost,25,0.8868368222417825
34,SVR,25,0.6305275601552578
34,Ridge,25,0.3264454643695094
34,GBR,25,0.9348155659198594
34,MLP,25,-0.07501028821118272
34,TabPFN,30,0.7722110115014403
34,RF,30,0.8498958510550452
34,XGBoost,30,0.7746259423598334
34,SVR,30,0.4385473408212648
34,Ridge,30,0.6216468905706682
34,GBR,30,0.8605646253799526
34,MLP,30,0.04483603393211766
34,TabPFN,35,0.9299796825461821
34,RF,35,0.9350574311990315
34,XGBoost,35,0.9368684753113047
34,SVR,35,0.5933182593190843
34,Ridge,35,0.2439781516647972
34,GBR,35,0.9374162252454539
34,MLP,35,-1.2387483905339347
34,TabPFN,40,0.9343368432974832
34,RF,40,0.9072019702019379
34,XGBoost,40,0.9209758511461698
34,SVR,40,0.608473721000347
34,Ridge,40,0.4403987056937253
34,GBR,40,0.9270508065329411
34,MLP,40,-0.7810038457472062
34,TabPFN,45,0.9473375136831963
34,RF,45,0.9613296398501244
34,XGBoost,45,0.9692249227567337
34,SVR,45,0.7328530565584281
34,Ridge,45,0.28394115067424774
34,GBR,45,0.967965117962379
34,MLP,45,0.7761326517196179
34,TabPFN,48,0.9345033154052941
34,RF,48,0.9327246012992898
34,XGBoost,48,0.9391299376941429
34,SVR,48,0.6734833511489935
34,Ridge,48,0.2886109060452864
34,GBR,48,0.9132694628309665
34,MLP,48,0.6225552905453677
35,TabPFN,10,0.8754641206148317
35,RF,10,0.7419455977883028
35,XGBoost,10,0.3081481945850011
35,SVR,10,0.24135940615273177
35,Ridge,10,0.2128200666203044
35,GBR,10,0.6324089101926024
35,MLP,10,-0.9681766161284766
35,TabPFN,15,0.8472157148866204
35,RF,15,0.8429819282393164
35,XGBoost,15,0.7223840183857847
35,SVR,15,0.39679795668736595
35,Ridge,15,-0.4632920400207394
35,GBR,15,0.872293265767883
35,MLP,15,-2.6643728018832946
35,TabPFN,20,0.947355480749093
35,RF,20,0.8339130585431516
35,XGBoost,20,0.5434592845253574
35,SVR,20,0.3794736877445589
35,Ridge,20,0.33720263214860435
35,GBR,20,0.8872317542995575
35,MLP,20,-1.6641474010640156
35,TabPFN,25,0.9589368956026781
35,RF,25,0.8525789290473311
35,XGBoost,25,0.8696478656254691
35,SVR,25,0.43592833133685394
35,Ridge,25,0.16589720986648937
35,GBR,25,0.7856636515604091
35,MLP,25,0.15395731241477184
35,TabPFN,30,0.9646791780163207
35,RF,30,0.9301108705523213
35,XGBoost,30,0.8894906495881962
35,SVR,30,0.44952647411171354
35,Ridge,30,-0.34572601472938924
35,GBR,30,0.886320321515179
35,MLP,30,-3.6465232923382622
35,TabPFN,35,0.9696424098483262
35,RF,35,0.9320429577791248
35,XGBoost,35,0.8733039756716954
35,SVR,35,0.5133041591613507
35,Ridge,35,0.29735516401432294
35,GBR,35,0.9190016105451069
35,MLP,35,-0.8821258170775244
35,TabPFN,40,0.9750581621718493
35,RF,40,0.9350663779603278
35,XGBoost,40,0.911632649458941
35,SVR,40,0.5605529591017033
35,Ridge,40,-0.26070543536429835
35,GBR,40,0.9015236052259917
35,MLP,40,-2.1550142704807467
35,TabPFN,45,0.9686031553590743
35,RF,45,0.9350268014996542
35,XGBoost,45,0.9015413847204079
35,SVR,45,0.6186509843700189
35,Ridge,45,0.19775940774920764
35,GBR,45,0.8997227283444476
35,MLP,45,0.6144947664483544
35,TabPFN,48,0.9744414972162029
35,RF,48,0.9438326681011162
35,XGBoost,48,0.9030897988874309
35,SVR,48,0.5729054854744176
35,Ridge,48,0.267858836262172
35,GBR,48,0.900084695849205
35,MLP,48,0.8424093188872668
36,TabPFN,10,0.7804693646371091
36,RF,10,0.7259937309129557
36,XGBoost,10,0.7985238546378431
36,SVR,10,0.6316689192102167
36,Ridge,10,0.4999155855952119
36,GBR,10,0.8257389999224352
36,MLP,10,-0.6036336347613875
36,TabPFN,15,0.8919199221929874
36,RF,15,0.859802193765049
36,XGBoost,15,0.5339715609673235
36,SVR,15,0.4731739945958936
36,Ridge,15,0.49457846669513883
36,GBR,15,0.7607201373180716
36,MLP,15,-0.6653879870861814
36,TabPFN,20,0.9035678880375512
36,RF,20,0.8856197880995736
36,XGBoost,20,0.8864412597378464
36,SVR,20,0.5800832770019217
36,Ridge,20,0.38163913711137165
36,GBR,20,0.876118209362864
36,MLP,20,0.4243297976179884
36,TabPFN,25,0.8933128842389858
36,RF,25,0.8610943600312984
36,XGBoost,25,0.870262368980011
36,SVR,25,0.6707199813277936
36,Ridge,25,0.38645397245849744
36,GBR,25,0.8542865772992057
36,MLP,25,0.009888473796578423
36,TabPFN,30,0.9075346491444186
36,RF,30,0.9106152635200073
36,XGBoost,30,0.9080065566352084
36,SVR,30,0.7528920535711416
36,Ridge,30,0.4317111314453782
36,GBR,30,0.8856053736631417
36,MLP,30,0.05897326251562707
36,TabPFN,35,0.8530492283619839
36,RF,35,0.891119927655042
36,XGBoost,35,0.8855344683954961
36,SVR,35,0.7139030780096633
36,Ridge,35,0.41716983277705344
36,GBR,35,0.8246904210065518
36,MLP,35,0.40050298961675657
36,TabPFN,40,0.9012609137633706
36,RF,40,0.8807469832068866
36,XGBoost,40,0.8596015285350666
36,SVR,40,0.8157684462530893
36,Ridge,40,0.3062391149530008
36,GBR,40,0.8721788442108582
36,MLP,40,0.6454925472976423
36,TabPFN,45,0.9039973683336944
36,RF,45,0.9091462310463103
36,XGBoost,45,0.8984824289718956
36,SVR,45,0.8489784884972864
36,Ridge,45,0.2881947063751593
36,GBR,45,0.89470057708853
36,MLP,45,0.19036669930506633
36,TabPFN,48,0.9053833627121226
36,RF,48,0.8949966011033643
36,XGBoost,48,0.8884145224346992
36,SVR,48,0.7800622603262796
36,Ridge,48,0.3853255960012584
36,GBR,48,0.8893087844549665
36,MLP,48,0.38082015350059606
37,TabPFN,10,0.8350594028489194
37,RF,10,0.829519220444224
37,XGBoost,10,0.6571724163032138
37,SVR,10,0.6582610525696128
37,Ridge,10,0.7649731971971246
37,GBR,10,0.8503891753009971
37,MLP,10,2.9469974647922115e-05
37,TabPFN,15,0.909049960243753
37,RF,15,0.8914033305553482
37,XGBoost,15,0.8146510274576296
37,SVR,15,0.6847287856666928
37,Ridge,15,0.8660063090977683
37,GBR,15,0.8960106942308212
37,MLP,15,0.4652054777914739
37,TabPFN,20,0.8571055439132216
37,RF,20,0.8498379150137804
37,XGBoost,20,0.847451477268975
37,SVR,20,0.4794444380097348
37,Ridge,20,0.4648988462321063
37,GBR,20,0.8695297537055121
37,MLP,20,-0.16285401156508406
37,TabPFN,25,0.822819477902237
37,RF,25,0.8204944546733369
37,XGBoost,25,0.7919778962700318
37,SVR,25,0.6283611361979061
37,Ridge,25,0.7970719743135162
37,GBR,25,0.799820129667747
37,MLP,25,0.4902532021423419
37,TabPFN,30,0.8641361292216889
37,RF,30,0.8348526445828298
37,XGBoost,30,0.8226280531400059
37,SVR,30,0.6532796290801772
37,Ridge,30,0.7526365008146254
37,GBR,30,0.7882924085957523
37,MLP,30,-0.08304145418517739
37,TabPFN,35,0.8707106532628042
37,RF,35,0.8565895455488844
37,XGBoost,35,0.8620515812643524
37,SVR,35,0.6970462931093035
37,Ridge,35,0.7811524663703799
37,GBR,35,0.7882872964816807
37,MLP,35,0.7764246898154403
37,TabPFN,40,0.897430631960508
37,RF,40,0.8406255369617395
37,XGBoost,40,0.844761504614473
37,SVR,40,0.5963336240866202
37,Ridge,40,0.8081080753434331
37,GBR,40,0.8221212406106188
37,MLP,40,0.8940674425747135
37,TabPFN,45,0.9023830425467356
37,RF,45,0.8140215179185325
37,XGBoost,45,0.8429064583426422
37,SVR,45,0.7029954201299267
37,Ridge,45,0.7827623454087155
