TabPFN,Ridge_default,Ridge_bo,Lasso_default,Lasso_bo,ElasticNet_default,ElasticNet_bo,SVR_default,SVR_bo,KNN_default,KNN_bo,RF_default,RF_bo,GBR_default,GBR_bo,XGBoost_default,XGBoost_bo,AdaBoost_default,AdaBoost_bo,MLP_default,MLP_bo
0.9371797101026909,0.5530995732722865,0.629649741031685,0.6143652273303895,0.6645993925697169,0.5526658260527542,0.6581518602108412,0.6903171009304465,0.78568861792774,0.7031777495727809,0.8244669132985903,0.9211124336888559,0.9222798123171927,0.8803258562689942,0.8821640806759194,0.9126820232413737,0.9220416552895352,0.9105505050645968,0.9133436800262505,0.8651124098085168,0.6825071857671527
0.8639333081958235,0.054528147959336803,0.24294717402933141,0.11089279443088707,0.08781971867279426,0.0556198026504926,0.34172915297166195,0.5664018992179414,0.4352909684350815,0.28213870990973144,0.6151305545733758,0.8307356617247632,0.8310894253968142,0.7755933112674352,0.8333021745322696,0.8157888157114059,0.7890044032497238,0.788828162940029,0.7756117366356028,-0.3203452900887258,-0.17831515068152148
0.9359555874147379,0.7296238221102005,0.7120168469979558,0.7124447680933376,0.6724182794102151,0.7248770320447411,0.6585287594758472,0.8400467782350625,0.8684307773508282,0.7476608848638094,0.7617275597741069,0.9185338729742092,0.9167025981857807,0.9235869874728554,0.9121761836380837,0.9038120388137354,0.8742853695257103,0.9096951953940376,0.9075288885700994,0.8630223621253917,-0.3278211188105875
0.9722050046393127,0.5350519662747453,0.5093059927374524,0.5006422514339239,0.5769050096638075,0.5217970981223523,0.5688348984469445,0.7002499054746398,0.6496020927879804,0.9621723137580668,0.953378647889405,0.9254445003670426,0.9245832478716988,0.8834720575698581,0.9176359386352269,0.9379722753906692,0.9119103239461838,0.9312294384049499,0.936436034511016,-0.47182748926910056,0.7332951235159548
0.8554174021801514,0.7143682786272145,0.66314359197454,0.7165713084478242,0.6292271241000291,0.716737129399166,0.6215912735130704,0.7644225726367466,0.7460049187750131,0.7948177102780005,0.7437697817583453,0.835344222469027,0.8421918299959944,0.7263448216140246,0.7432626507681678,0.9032347825690777,0.9248877180630543,0.8040686763711188,0.7917938043449652,0.40253721727863967,0.8419296392463479
0.9041694953501699,0.3990225072222834,0.41364570959161095,0.4476017415473973,0.41876909923694394,0.4290027779174197,0.43721836177298967,0.7767449819165247,0.6339577127563594,0.6513316159187384,0.8319047472992456,0.8319338769773236,0.8303556948280533,0.73096517381757,0.8142874561519747,0.8366430163385785,0.8877760487274026,0.7678359424701513,0.7796703249901846,0.3860298057725451,0.195476413178315
0.969741514373418,0.5822569084606278,0.5882088188126143,0.5635875068372139,0.5680434555090337,0.5749128150671712,0.5712684332077143,0.686008465217103,0.7196018320962463,0.8161904128568347,0.8213336798662746,0.926108212720217,0.9429043098280757,0.8802297914170432,0.9388045232336725,0.9150543286559675,0.9236815605119654,0.9199869647039884,0.9233651891521248,0.3930437567051551,0.8352351765283591
0.896077950361191,0.5724261560274584,0.54645276128291,0.5512768243050575,0.5265978458612767,0.5657205357243669,0.5497973172901098,0.7649388990130839,0.6459283300171694,0.8135241500523707,0.8463916613192812,0.9060172335725121,0.9030504751247079,0.9212031668900245,0.9156953261650347,0.9028037792031007,0.9099032788267905,0.9146928122271656,0.913697481028893,0.5518094166469075,0.05439323583625988
0.9421783050345494,0.7198414274069473,0.5618559752768717,0.7113287665894465,0.6426762306607141,0.720564400049841,0.6255267587534787,0.8474591711502404,0.7736554105769007,0.6979162699332877,0.624774538628138,0.889385388987549,0.8896109359700349,0.8605959347772465,0.8424002571579958,0.8752838107122957,0.8679881094015487,0.8665285299719607,0.8747284487204166,0.15679498765627975,0.9038948934468849
0.9326042285018976,0.30403851938369575,0.2605663273530753,0.25309302038586756,0.2582677081459539,0.2860298974873099,0.24576693720844112,0.41042330785718906,0.5094385984513481,0.6477941495533233,0.717143459808649,0.9355886197702411,0.9349192610629715,0.9349674566416433,0.9412756827547898,0.8412961762345058,0.8983460505838053,0.9507874934458675,0.9555497377196763,-0.6358901623641882,0.6433664148724659
0.9138937702374341,0.4216868575882784,0.44133447551030935,0.4576880270853574,0.47877309741103125,0.4281274599514995,0.48196045168212864,0.8459749313884446,0.598098705509875,0.6323276987393778,0.7792659165560368,0.8993872058966623,0.9040339536299301,0.8831194550546139,0.8906795771891916,0.8782384606913555,0.8957610862207791,0.897536605287593,0.8990705664982075,0.27251445606749736,0.6698378987064972
0.9495054505140716,0.2687581735342979,0.26167526209339564,0.2717192023402434,0.32141410191465936,0.27312519331612894,0.33177528063698825,0.45678290145599154,0.7004658847015958,0.7685166660273924,0.7136874825027713,0.9343887658400278,0.9379506134628167,0.9018378067681857,0.8914383959892949,0.8170636101137738,0.8542360621468157,0.9112359060517824,0.8968599594535686,0.6682218487066277,0.47747326516200983
0.871468866358753,0.7735236174759602,0.5632753337847662,0.7586490775826943,0.5941675919752863,0.7648880387642893,0.6230125662479554,0.27819927738805716,0.3642920536828731,0.7820940971847832,0.7793136292810354,0.8167565188195205,0.8155230979069046,0.7667520151262238,0.8381004468451798,0.8584657198264762,0.8492578440176477,0.7767732915898455,0.7879134397605712,0.5112483877961904,-0.3016977250151247
0.9552958308007744,0.6015268015387687,0.5323006110679137,0.5918045496030537,0.5211830761234302,0.5978093545934411,0.5211405185136961,0.6323089369231898,0.7323824592831685,0.6018242865669325,0.7227682948075963,0.9266528750811052,0.923462900353273,0.9033454132531333,0.9244944842771143,0.9370525199236885,0.8790095748938775,0.9281823653107778,0.9131039608049765,0.7932081712871556,0.5702578060661684
0.9660670076242237,0.5599078313989463,0.5508047405289966,0.5704364313182162,0.561787633976097,0.567513859851215,0.5594110895524678,0.6952145639526497,0.7688058198685792,0.6476013709241042,0.8977525049167556,0.9681767845526709,0.9664342894172142,0.9295557994353778,0.9533522251252811,0.9455340800780444,0.9508827119342365,0.967574435705878,0.9762852761734232,0.41468745086823244,0.31248900743828245
0.9597179225568637,0.6926099383214663,0.5025494831226517,0.682091529240499,0.4077718942723726,0.6888894036684499,0.4397300780392993,0.8087212688448281,0.7977150794683239,0.8211654948727396,0.7895207353767824,0.9285678801792501,0.9288513071509382,0.9278145538915137,0.9239732027420515,0.9400964535042957,0.9383240027986838,0.9396494369264671,0.9368452743709106,0.015333107630819742,-0.00880606187312516
0.8714801372021561,0.8100008526196285,0.780628398900511,0.7886839899313199,0.7196891118760658,0.8077759278601724,0.7249006222716573,0.7579457520516631,0.865997972403673,0.8542753685945323,0.8199559400085722,0.7674741289689966,0.760421389652953,0.6801845999980465,0.8280842454487762,0.8165683123589291,0.8627576869520468,0.7015989249600321,0.7168520915026712,0.8854530571006011,0.7576952481563023
0.934623204808116,0.3923950814036511,0.4959705451835945,0.37697489689576413,0.4992579487303134,0.38445550102243564,0.5029484199109636,0.5752017876748561,0.5257808237161237,0.8287803371763378,0.8272641591147873,0.9664866556236351,0.9639435455266708,0.9584404972671674,0.947481582660286,0.9161704937438562,0.9396069059191937,0.9706621708729908,0.9652172483211436,-0.7597463655117327,0.20201169259464202
0.9609295692586676,0.6349825713809214,0.6335527786019616,0.6352555263391504,0.6474713933509454,0.6374340459342356,0.6407170941235976,0.5993030342567023,0.665578298714451,0.6412535073310376,0.8558099975324978,0.938714841850555,0.9335938932463991,0.9296248101171438,0.9373480112718667,0.9319563482370701,0.8568389297576579,0.9316839197788721,0.9445607948652799,0.778679052133772,0.5403057711356194
0.816363283164198,-0.1559105688209561,-0.11892136448519541,-0.1396729775260781,-0.12604954568514382,-0.1672206534507994,-0.11851465783909143,0.5094510390517801,0.07163755280933404,0.44297154047552767,0.4649901808369791,0.8371980591726886,0.833516971095619,0.7696499412640746,0.8112907536672764,0.7699631711926822,0.7851042663123962,0.8083582177455914,0.8182866012422956,-0.05217393481582544,0.5565227118906613
0.9596302145347928,0.796004603811618,0.7079518632435168,0.8144802113629989,0.6913128281200103,0.8003880271930442,0.7387287438578056,0.5558654347098813,0.7876083825932596,0.8388993187914501,0.8719144742857292,0.9369164189889085,0.9371413991177223,0.8757265298768447,0.8884400770176396,0.875376623572941,0.9286016258267551,0.9040260692119843,0.9059574746120279,0.5939139989457958,0.8796267087455008
0.9335908169599124,0.6852054983264021,0.5989956198754173,0.6904464033040032,0.626441254133152,0.6845501594347657,0.6215821678499,0.7927770573337105,0.7142583097385152,0.7826015571917215,0.7143655570011094,0.9640949159142056,0.9634551951735503,0.9745041583438376,0.9500762347555118,0.9173215491372216,0.9364114329303912,0.9730229776076845,0.9615848848641058,0.7786532898611171,0.8083448323036111
0.9026629148059486,0.44281547642081354,0.5542313010676363,0.44695654398553253,0.47400423111431234,0.4357278304663246,0.47489701479101165,0.8100307117194123,0.7307215185298572,0.6608689921100335,0.6471166441352745,0.8732866004298581,0.8676489777175299,0.8272270144883119,0.8011565084711623,0.8402172735224258,0.7900604863616502,0.8573529519218249,0.8672779720787092,0.6263515937065561,0.724109279348853
0.8499338725140527,0.3563905854244366,0.35784911974489697,0.39234135158896655,0.37524438800707316,0.3672214129025778,0.3572918567966179,0.5616609600587086,0.6211927074683454,0.37631916100954477,0.40563783112145324,0.7610898615802465,0.7724010318994985,0.6460882534877299,0.7300628643165386,0.8743102640332765,0.8222682628871065,0.7168325008899918,0.7091237650089579,0.14544608579545604,0.520272164593264
0.9808357501751755,0.45812098372150944,0.41722747000454485,0.4346439653837594,0.5242437249002387,0.44412040666405916,0.5242057608330634,0.5627745228822325,0.7292032777588066,0.8714405291876849,0.7533096582103533,0.9270924340402107,0.9446706875395766,0.889248452600869,0.9580130046135253,0.9246665991206523,0.9586966111741805,0.9113745999041342,0.926225224558944,-1.399551921776685,0.7720020102262093
0.9117986712424833,0.4683879639316517,0.5002551337224745,0.4770433328422121,0.5309884509992528,0.4668594622005279,0.5258124126575423,0.8348715267802248,0.5848085210179933,0.6735714386384706,0.7471088192522102,0.9039337362573249,0.9076306176080745,0.8945765988044421,0.8945819532415897,0.8694352541754693,0.8969481915646353,0.9299812338675588,0.9162636417987408,0.49383904880456675,0.6011752677767566
0.8710651350225013,0.6910738361773242,0.4405300977564961,0.7289209027260689,0.6301292708829274,0.6919569606966576,0.62199381155351,0.33455397692577526,0.5894538641372733,0.7718950859720314,0.7620416426908424,0.8174636660207145,0.8390431164047174,0.8229234467344374,0.8561096952337772,0.8277290459362442,0.7871094876068798,0.8534831758797348,0.8600203543002035,0.7630497111499946,0.7353516442549886
