TabPFN,Ridge,Lasso,ElasticNet,SVR,KNN,RF,GBR,XGBoost,AdaBoost,MLP
0.6851586585796878,0.5858139322820337,0.596698309838074,0.5922451906985654,0.5158764100282519,0.39456880046780396,0.7124191612939021,0.7100658057016669,0.7472609918370801,0.7468438344476994,0.37812148490200614
0.4393020249126902,0.4404016501024789,0.4507276689269538,0.444763978973147,0.48396840266603147,0.47870479030739255,0.46002287840306433,0.3830711847451659,0.5564203314999958,0.4521380372281667,0.3637250604184439
0.807023296456813,0.7705924212157992,0.7811427320336701,0.7764077414236885,0.6167928868371205,0.7029334243214201,0.7935538817908205,0.7228620166118677,0.7842960103342702,0.7765875351055653,0.5122198718036951
0.8954597087872023,0.8600851228691098,0.8527826215682639,0.8575044798104772,0.8320668660361927,0.8627888641597891,0.8451348190294239,0.8609862761300373,0.8739324291467686,0.7841943496161277,0.8566157652194586
0.9055537333199446,0.8015322986096702,0.7986792211036968,0.799956294036213,0.8251503385860808,0.8140509515388064,0.9187250799345054,0.887417949690047,0.9222694049241882,0.8961005087115642,0.7933727229694589
0.8207829307964615,0.7648214256103614,0.7676826500239511,0.7673452800105031,0.6720512034114449,0.6806227721448124,0.792336054478745,0.7829887178257107,0.7350780097223228,0.8278773833381106,0.6595592391669085
0.8863657929083307,0.8444763188383768,0.8346745673328795,0.8405477722268943,0.8578313186962161,0.8342972351491722,0.7933232446927464,0.7620522444180785,0.7290956291329171,0.7820811221219414,0.7307172079854714
0.8228419740576736,0.7793374364820885,0.7733548628251123,0.7734142447367767,0.6671986622942792,0.7723218437494654,0.7414750246858821,0.5592753404790307,0.6521319491952485,0.7711330461192039,0.7262856641993107
0.7696845735306659,0.7866014905212451,0.7858277733141092,0.7854856115512644,0.4915707515417289,0.7045562167363253,0.8672374161395484,0.8187688132600108,0.8453517652445139,0.9147068420257358,0.6316860512330087
0.7096145978967148,0.6322994474964305,0.6354874688613681,0.6330908681336436,0.5870677376649405,0.6648674081742666,0.7652426169504097,0.7997356077635992,0.7328506397625565,0.7568641820444396,0.44606853888790254
