fold,idx,alpha,y_obs,y_pred,xc_lo,xc_hi,xc_cov,xc_wid,xc_is
8,25,0.050000,2.817764,2.476795,2.108963,2.844627,1,0.735663,0.735663
8,28,0.050000,2.465532,2.303922,1.936090,2.671753,1,0.735663,0.735663
8,30,0.050000,1.832062,1.918438,1.550607,2.286270,1,0.735663,0.735663
8,33,0.050000,2.339888,2.403498,2.035666,2.771329,1,0.735663,0.735663
8,41,0.050000,2.037068,2.251072,1.883240,2.618904,1,0.735663,0.735663
8,51,0.050000,1.669038,1.698263,1.330431,2.066094,1,0.735663,0.735663
8,52,0.050000,1.466126,1.704235,1.336403,2.072067,1,0.735663,0.735663
8,54,0.050000,0.404834,0.691623,0.323791,1.059454,1,0.735663,0.735663
8,5,0.010000,2.328645,2.271454,1.651569,2.891339,1,1.239770,1.239770
8,9,0.010000,0.450249,0.513204,-0.106680,1.133089,1,1.239770,1.239770
8,14,0.010000,1.844601,1.858546,1.238661,2.478431,1,1.239770,1.239770
8,17,0.010000,2.221023,2.078507,1.458622,2.698392,1,1.239770,1.239770
8,25,0.010000,2.817764,2.476795,1.856910,3.096680,1,1.239770,1.239770
8,28,0.010000,2.465532,2.303922,1.684037,2.923807,1,1.239770,1.239770
8,30,0.010000,1.832062,1.918438,1.298554,2.538323,1,1.239770,1.239770
8,33,0.010000,2.339888,2.403498,1.783613,3.023383,1,1.239770,1.239770
8,41,0.010000,2.037068,2.251072,1.631187,2.870957,1,1.239770,1.239770
8,51,0.010000,1.669038,1.698263,1.078378,2.318148,1,1.239770,1.239770
8,52,0.010000,1.466126,1.704235,1.084350,2.324120,1,1.239770,1.239770
8,54,0.010000,0.404834,0.691623,0.071738,1.311507,1,1.239770,1.239770
9,1,0.500000,1.028571,1.034819,0.923358,1.146280,1,0.222922,0.222922
9,3,0.500000,0.447158,0.515391,0.403930,0.626852,1,0.222922,0.222922
9,6,0.500000,1.769451,1.595561,1.484100,1.707022,0,0.222922,0.472639
9,7,0.500000,0.915927,0.884917,0.773456,0.996378,1,0.222922,0.222922
9,13,0.500000,1.090611,0.844885,0.733424,0.956346,0,0.222922,0.759981
9,16,0.500000,1.821841,1.427745,1.316284,1.539206,0,0.222922,1.353462
9,34,0.500000,1.905256,1.928157,1.816696,2.039618,1,0.222922,0.222922
9,35,0.500000,2.703584,2.755571,2.644110,2.867033,1,0.222922,0.222922
9,39,0.500000,1.950170,1.920184,1.808723,2.031645,1,0.222922,0.222922
9,43,0.500000,0.914343,1.038275,0.926814,1.149736,0,0.222922,0.272805
9,46,0.500000,2.133762,1.990658,1.879197,2.102119,0,0.222922,0.349495
9,49,0.500000,1.460748,1.350443,1.238982,1.461904,1,0.222922,0.222922
9,1,0.400000,1.028571,1.034819,0.881586,1.188053,1,0.306467,0.306467
9,3,0.400000,0.447158,0.515391,0.362158,0.668625,1,0.306467,0.306467
9,6,0.400000,1.769451,1.595561,1.442327,1.748794,0,0.306467,0.409751
9,7,0.400000,0.915927,0.884917,0.731684,1.038151,1,0.306467,0.306467
9,13,0.400000,1.090611,0.844885,0.691651,0.998118,0,0.306467,0.768929
9,16,0.400000,1.821841,1.427745,1.274511,1.580978,0,0.306467,1.510780
9,34,0.400000,1.905256,1.928157,1.774923,2.081390,1,0.306467,0.306467
9,35,0.400000,2.703584,2.755571,2.602338,2.908805,1,0.306467,0.306467
9,39,0.400000,1.950170,1.920184,1.766951,2.073418,1,0.306467,0.306467
9,43,0.400000,0.914343,1.038275,0.885041,1.191508,1,0.306467,0.306467
9,46,0.400000,2.133762,1.990658,1.837425,2.143892,1,0.306467,0.306467
9,49,0.400000,1.460748,1.350443,1.197210,1.503677,1,0.306467,0.306467
9,1,0.300000,1.028571,1.034819,0.842904,1.226735,1,0.383831,0.383831
9,3,0.300000,0.447158,0.515391,0.323476,0.707307,1,0.383831,0.383831
9,6,0.300000,1.769451,1.595561,1.403645,1.787476,1,0.383831,0.383831
9,7,0.300000,0.915927,0.884917,0.693002,1.076833,1,0.383831,0.383831
9,13,0.300000,1.090611,0.844885,0.652969,1.036800,0,0.383831,0.742567
9,16,0.300000,1.821841,1.427745,1.235829,1.619660,0,0.383831,1.731701
9,34,0.300000,1.905256,1.928157,1.736241,2.120072,1,0.383831,0.383831
9,35,0.300000,2.703584,2.755571,2.563656,2.947487,1,0.383831,0.383831
9,39,0.300000,1.950170,1.920184,1.728269,2.112100,1,0.383831,0.383831
9,43,0.300000,0.914343,1.038275,0.846359,1.230190,1,0.383831,0.383831
9,46,0.300000,2.133762,1.990658,1.798743,2.182574,1,0.383831,0.383831
9,49,0.300000,1.460748,1.350443,1.158528,1.542359,1,0.383831,0.383831
9,1,0.200000,1.028571,1.034819,0.816998,1.252641,1,0.435643,0.435643
9,3,0.200000,0.447158,0.515391,0.297570,0.733213,1,0.435643,0.435643
9,6,0.200000,1.769451,1.595561,1.377739,1.813382,1,0.435643,0.435643
9,7,0.200000,0.915927,0.884917,0.667096,1.102739,1,0.435643,0.435643
9,13,0.200000,1.090611,0.844885,0.627063,1.062706,0,0.435643,0.714686
9,16,0.200000,1.821841,1.427745,1.209923,1.645566,0,0.435643,2.198389
9,34,0.200000,1.905256,1.928157,1.710335,2.145978,1,0.435643,0.435643
9,35,0.200000,2.703584,2.755571,2.537750,2.973393,1,0.435643,0.435643
9,39,0.200000,1.950170,1.920184,1.702363,2.138006,1,0.435643,0.435643
9,43,0.200000,0.914343,1.038275,0.820453,1.256096,1,0.435643,0.435643
9,46,0.200000,2.133762,1.990658,1.772837,2.208480,1,0.435643,0.435643
9,49,0.200000,1.460748,1.350443,1.132622,1.568265,1,0.435643,0.435643
9,1,0.150000,1.028571,1.034819,0.786071,1.283567,1,0.497496,0.497496
9,3,0.150000,0.447158,0.515391,0.266643,0.764139,1,0.497496,0.497496
9,6,0.150000,1.769451,1.595561,1.346813,1.844309,1,0.497496,0.497496
9,7,0.150000,0.915927,0.884917,0.636169,1.133665,1,0.497496,0.497496
9,13,0.150000,1.090611,0.844885,0.596137,1.093633,1,0.497496,0.497496
9,16,0.150000,1.821841,1.427745,1.178997,1.676493,0,0.497496,2.435468
9,34,0.150000,1.905256,1.928157,1.679409,2.176905,1,0.497496,0.497496
9,35,0.150000,2.703584,2.755571,2.506823,3.004320,1,0.497496,0.497496
9,39,0.150000,1.950170,1.920184,1.671436,2.168932,1,0.497496,0.497496
9,43,0.150000,0.914343,1.038275,0.789527,1.287023,1,0.497496,0.497496
9,46,0.150000,2.133762,1.990658,1.741910,2.239406,1,0.497496,0.497496
9,49,0.150000,1.460748,1.350443,1.101695,1.599191,1,0.497496,0.497496
9,1,0.100000,1.028571,1.034819,0.716600,1.353039,1,0.636439,0.636439
9,3,0.100000,0.447158,0.515391,0.197172,0.833611,1,0.636439,0.636439
9,6,0.100000,1.769451,1.595561,1.277341,1.913781,1,0.636439,0.636439
9,7,0.100000,0.915927,0.884917,0.566698,1.203137,1,0.636439,0.636439
9,13,0.100000,1.090611,0.844885,0.526665,1.163104,1,0.636439,0.636439
9,16,0.100000,1.821841,1.427745,1.109525,1.745964,0,0.636439,2.153969
9,34,0.100000,1.905256,1.928157,1.609937,2.246376,1,0.636439,0.636439
9,35,0.100000,2.703584,2.755571,2.437352,3.073791,1,0.636439,0.636439
9,39,0.100000,1.950170,1.920184,1.601965,2.238404,1,0.636439,0.636439
9,43,0.100000,0.914343,1.038275,0.720055,1.356494,1,0.636439,0.636439
9,46,0.100000,2.133762,1.990658,1.672438,2.308878,1,0.636439,0.636439
9,49,0.100000,1.460748,1.350443,1.032224,1.668663,1,0.636439,0.636439
9,1,0.050000,1.028571,1.034819,0.529271,1.540367,1,1.011096,1.011096
9,3,0.050000,0.447158,0.515391,0.009843,1.020939,1,1.011096,1.011096
9,6,0.050000,1.769451,1.595561,1.090013,2.101109,1,1.011096,1.011096
9,7,0.050000,0.915927,0.884917,0.379369,1.390465,1,1.011096,1.011096
9,13,0.050000,1.090611,0.844885,0.339337,1.350433,1,1.011096,1.011096
9,16,0.050000,1.821841,1.427745,0.922197,1.933293,1,1.011096,1.011096
9,34,0.050000,1.905256,1.928157,1.422609,2.433705,1,1.011096,1.011096
9,35,0.050000,2.703584,2.755571,2.250024,3.261119,1,1.011096,1.011096
9,39,0.050000,1.950170,1.920184,1.414636,2.425732,1,1.011096,1.011096
9,43,0.050000,0.914343,1.038275,0.532727,1.543823,1,1.011096,1.011096
9,46,0.050000,2.133762,1.990658,1.485110,2.496206,1,1.011096,1.011096
9,49,0.050000,1.460748,1.350443,0.844895,1.855991,1,1.011096,1.011096
9,1,0.010000,1.028571,1.034819,0.467348,1.602290,1,1.134943,1.134943
9,3,0.010000,0.447158,0.515391,-0.052080,1.082863,1,1.134943,1.134943
9,6,0.010000,1.769451,1.595561,1.028090,2.163032,1,1.134943,1.134943
9,7,0.010000,0.915927,0.884917,0.317446,1.452388,1,1.134943,1.134943
9,13,0.010000,1.090611,0.844885,0.277414,1.412356,1,1.134943,1.134943
9,16,0.010000,1.821841,1.427745,0.860274,1.995216,1,1.134943,1.134943
9,34,0.010000,1.905256,1.928157,1.360686,2.495628,1,1.134943,1.134943
9,35,0.010000,2.703584,2.755571,2.188100,3.323043,1,1.134943,1.134943
9,39,0.010000,1.950170,1.920184,1.352713,2.487655,1,1.134943,1.134943
9,43,0.010000,0.914343,1.038275,0.470804,1.605746,1,1.134943,1.134943
9,46,0.010000,2.133762,1.990658,1.423187,2.558129,1,1.134943,1.134943
9,49,0.010000,1.460748,1.350443,0.782972,1.917915,1,1.134943,1.134943
10,1,0.500000,1.028571,1.015725,0.890631,1.140819,1,0.250188,0.250188
10,5,0.500000,2.328645,2.330431,2.205337,2.455525,1,0.250188,0.250188
10,17,0.500000,2.221023,2.115914,1.990820,2.241008,1,0.250188,0.250188
10,20,0.500000,0.802774,0.914996,0.789902,1.040091,1,0.250188,0.250188
10,31,0.500000,1.869935,2.062611,1.937517,2.187705,0,0.250188,0.520515
10,37,0.500000,2.177536,2.178500,2.053406,2.303594,1,0.250188,0.250188
10,45,0.500000,0.641474,0.854408,0.729314,0.979502,0,0.250188,0.601548
10,49,0.500000,1.460748,1.338710,1.213615,1.463804,1,0.250188,0.250188
10,53,0.500000,0.798651,0.686218,0.561124,0.811312,1,0.250188,0.250188
10,54,0.500000,0.404834,0.675969,0.550875,0.801063,0,0.250188,0.834352
10,55,0.500000,0.899821,0.743095,0.618001,0.868189,0,0.250188,0.376713
10,58,0.500000,2.211227,2.710517,2.585423,2.835611,0,0.250188,1.746970
10,1,0.400000,1.028571,1.015725,0.858011,1.173440,1,0.315429,0.315429
10,5,0.400000,2.328645,2.330431,2.172716,2.488146,1,0.315429,0.315429
10,17,0.400000,2.221023,2.115914,1.958200,2.273629,1,0.315429,0.315429
10,20,0.400000,0.802774,0.914996,0.757282,1.072711,1,0.315429,0.315429
10,31,0.400000,1.869935,2.062611,1.904897,2.220326,0,0.315429,0.490236
10,37,0.400000,2.177536,2.178500,2.020785,2.336215,1,0.315429,0.315429
10,45,0.400000,0.641474,0.854408,0.696693,1.012123,0,0.315429,0.591526
10,49,0.400000,1.460748,1.338710,1.180995,1.496424,1,0.315429,0.315429
10,53,0.400000,0.798651,0.686218,0.528504,0.843933,1,0.315429,0.315429
10,54,0.400000,0.404834,0.675969,0.518254,0.833683,0,0.315429,0.882531
10,55,0.400000,0.899821,0.743095,0.585381,0.900810,1,0.315429,0.315429
10,58,0.400000,2.211227,2.710517,2.552802,2.868232,0,0.315429,2.023304
10,1,0.300000,1.028571,1.015725,0.812363,1.219087,1,0.406724,0.406724
10,5,0.300000,2.328645,2.330431,2.127069,2.533793,1,0.406724,0.406724
10,17,0.300000,2.221023,2.115914,1.912552,2.319276,1,0.406724,0.406724
10,20,0.300000,0.802774,0.914996,0.711634,1.118359,1,0.406724,0.406724
10,31,0.300000,1.869935,2.062611,1.859249,2.265973,1,0.406724,0.406724
10,37,0.300000,2.177536,2.178500,1.975138,2.381862,1,0.406724,0.406724
10,45,0.300000,0.641474,0.854408,0.651046,1.057770,0,0.406724,0.470537
10,49,0.300000,1.460748,1.338710,1.135348,1.542072,1,0.406724,0.406724
10,53,0.300000,0.798651,0.686218,0.482856,0.889580,1,0.406724,0.406724
10,54,0.300000,0.404834,0.675969,0.472607,0.879331,0,0.406724,0.858544
10,55,0.300000,0.899821,0.743095,0.539733,0.946457,1,0.406724,0.406724
10,58,0.300000,2.211227,2.710517,2.507155,2.913879,0,0.406724,2.379574
10,1,0.200000,1.028571,1.015725,0.776364,1.255086,1,0.478722,0.478722
10,5,0.200000,2.328645,2.330431,2.091070,2.569792,1,0.478722,0.478722
10,17,0.200000,2.221023,2.115914,1.876553,2.355276,1,0.478722,0.478722
10,20,0.200000,0.802774,0.914996,0.675635,1.154358,1,0.478722,0.478722
10,31,0.200000,1.869935,2.062611,1.823250,2.301973,1,0.478722,0.478722
10,37,0.200000,2.177536,2.178500,1.939139,2.417861,1,0.478722,0.478722
10,45,0.200000,0.641474,0.854408,0.615047,1.093769,1,0.478722,0.478722
10,49,0.200000,1.460748,1.338710,1.099348,1.578071,1,0.478722,0.478722
10,53,0.200000,0.798651,0.686218,0.446857,0.925579,1,0.478722,0.478722
10,54,0.200000,0.404834,0.675969,0.436608,0.915330,0,0.478722,0.796461
10,55,0.200000,0.899821,0.743095,0.503734,0.982456,1,0.478722,0.478722
10,58,0.200000,2.211227,2.710517,2.471156,2.949878,0,0.478722,3.078006
10,1,0.150000,1.028571,1.015725,0.758762,1.272688,1,0.513926,0.513926
10,5,0.150000,2.328645,2.330431,2.073468,2.587394,1,0.513926,0.513926
10,17,0.150000,2.221023,2.115914,1.858951,2.372877,1,0.513926,0.513926
10,20,0.150000,0.802774,0.914996,0.658033,1.171959,1,0.513926,0.513926
10,31,0.150000,1.869935,2.062611,1.805648,2.319574,1,0.513926,0.513926
10,37,0.150000,2.177536,2.178500,1.921537,2.435463,1,0.513926,0.513926
10,45,0.150000,0.641474,0.854408,0.597445,1.111371,1,0.513926,0.513926
10,49,0.150000,1.460748,1.338710,1.081747,1.595673,1,0.513926,0.513926
10,53,0.150000,0.798651,0.686218,0.429255,0.943181,1,0.513926,0.513926
10,54,0.150000,0.404834,0.675969,0.419006,0.932932,0,0.513926,0.702886
10,55,0.150000,0.899821,0.743095,0.486132,1.000058,1,0.513926,0.513926
10,58,0.150000,2.211227,2.710517,2.453554,2.967480,0,0.513926,3.744946
10,1,0.100000,1.028571,1.015725,0.705361,1.326090,1,0.620729,0.620729
10,5,0.100000,2.328645,2.330431,2.020066,2.640796,1,0.620729,0.620729
10,17,0.100000,2.221023,2.115914,1.805550,2.426279,1,0.620729,0.620729
10,20,0.100000,0.802774,0.914996,0.604632,1.225361,1,0.620729,0.620729
10,31,0.100000,1.869935,2.062611,1.752247,2.372976,1,0.620729,0.620729
10,37,0.100000,2.177536,2.178500,1.868135,2.488864,1,0.620729,0.620729
10,45,0.100000,0.641474,0.854408,0.544044,1.164773,1,0.620729,0.620729
10,49,0.100000,1.460748,1.338710,1.028345,1.649074,1,0.620729,0.620729
10,53,0.100000,0.798651,0.686218,0.375854,0.996583,1,0.620729,0.620729
10,54,0.100000,0.404834,0.675969,0.365604,0.986333,1,0.620729,0.620729
10,55,0.100000,0.899821,0.743095,0.432731,1.053460,1,0.620729,0.620729
10,58,0.100000,2.211227,2.710517,2.400152,3.020881,0,0.620729,4.399229
10,1,0.050000,1.028571,1.015725,0.615884,1.415566,1,0.799682,0.799682
10,5,0.050000,2.328645,2.330431,1.930590,2.730272,1,0.799682,0.799682
10,17,0.050000,2.221023,2.115914,1.716073,2.515755,1,0.799682,0.799682
10,20,0.050000,0.802774,0.914996,0.515156,1.314837,1,0.799682,0.799682
10,31,0.050000,1.869935,2.062611,1.662770,2.462452,1,0.799682,0.799682
10,37,0.050000,2.177536,2.178500,1.778659,2.578341,1,0.799682,0.799682
10,45,0.050000,0.641474,0.854408,0.454567,1.254249,1,0.799682,0.799682
10,49,0.050000,1.460748,1.338710,0.938869,1.738550,1,0.799682,0.799682
10,53,0.050000,0.798651,0.686218,0.286377,1.086059,1,0.799682,0.799682
10,54,0.050000,0.404834,0.675969,0.276128,1.075810,1,0.799682,0.799682
10,55,0.050000,0.899821,0.743095,0.343254,1.142936,1,0.799682,0.799682
10,58,0.050000,2.211227,2.710517,2.310676,3.110358,0,0.799682,4.777629
10,1,0.010000,1.028571,1.015725,0.524390,1.507061,1,0.982671,0.982671
10,5,0.010000,2.328645,2.330431,1.839096,2.821766,1,0.982671,0.982671
10,17,0.010000,2.221023,2.115914,1.624579,2.607250,1,0.982671,0.982671
10,20,0.010000,0.802774,0.914996,0.423661,1.406332,1,0.982671,0.982671
10,31,0.010000,1.869935,2.062611,1.571276,2.553947,1,0.982671,0.982671
10,37,0.010000,2.177536,2.178500,1.687165,2.669835,1,0.982671,0.982671
10,45,0.010000,0.641474,0.854408,0.363073,1.345743,1,0.982671,0.982671
10,49,0.010000,1.460748,1.338710,0.847374,1.830045,1,0.982671,0.982671
10,53,0.010000,0.798651,0.686218,0.194883,1.177554,1,0.982671,0.982671
10,54,0.010000,0.404834,0.675969,0.184633,1.167304,1,0.982671,0.982671
10,55,0.010000,0.899821,0.743095,0.251760,1.234431,1,0.982671,0.982671
10,58,0.010000,2.211227,2.710517,2.219182,3.201852,0,0.982671,2.573503
11,3,0.500000,0.447158,0.514529,0.402430,0.626629,1,0.224199,0.224199
11,10,0.500000,1.814447,1.974045,1.861945,2.086144,0,0.224199,0.414190
11,15,0.500000,1.258158,1.249323,1.137223,1.361422,1,0.224199,0.224199
11,16,0.500000,1.821841,1.482755,1.370656,1.594855,0,0.224199,1.132144
11,19,0.500000,2.018617,2.006907,1.894807,2.119007,1,0.224199,0.224199
11,24,0.500000,0.673021,0.781172,0.669072,0.893271,1,0.224199,0.224199
11,28,0.500000,2.465532,2.314646,2.202546,2.426745,0,0.224199,0.379344
11,29,0.500000,1.711132,1.793247,1.681148,1.905347,1,0.224199,0.224199
11,35,0.500000,2.703584,2.771644,2.659545,2.883744,1,0.224199,0.224199
11,44,0.500000,1.184691,1.164007,1.051908,1.276107,1,0.224199,0.224199
11,50,0.500000,1.212188,1.368614,1.256515,1.480714,0,0.224199,0.401508
11,52,0.500000,1.466126,1.660448,1.548349,1.772548,0,0.224199,0.553091
11,3,0.400000,0.447158,0.514529,0.389099,0.639960,1,0.250861,0.250861
11,10,0.400000,1.814447,1.974045,1.848614,2.099475,0,0.250861,0.421696
11,15,0.400000,1.258158,1.249323,1.123892,1.374753,1,0.250861,0.250861
11,16,0.400000,1.821841,1.482755,1.357325,1.608186,0,0.250861,1.319137
11,19,0.400000,2.018617,2.006907,1.881477,2.132337,1,0.250861,0.250861
11,24,0.400000,0.673021,0.781172,0.655741,0.906602,1,0.250861,0.250861
11,28,0.400000,2.465532,2.314646,2.189215,2.440076,0,0.250861,0.378138
11,29,0.400000,1.711132,1.793247,1.667817,1.918678,1,0.250861,0.250861
11,35,0.400000,2.703584,2.771644,2.646214,2.897075,1,0.250861,0.250861
11,44,0.400000,1.184691,1.164007,1.038577,1.289438,1,0.250861,0.250861
11,50,0.400000,1.212188,1.368614,1.243184,1.494045,0,0.250861,0.405843
11,52,0.400000,1.466126,1.660448,1.535018,1.785879,0,0.250861,0.595322
11,3,0.300000,0.447158,0.514529,0.345897,0.683162,1,0.337265,0.337265
11,10,0.300000,1.814447,1.974045,1.805413,2.142677,1,0.337265,0.337265
11,15,0.300000,1.258158,1.249323,1.080690,1.417955,1,0.337265,0.337265
11,16,0.300000,1.821841,1.482755,1.314123,1.651387,0,0.337265,1.473621
11,19,0.300000,2.018617,2.006907,1.838275,2.175539,1,0.337265,0.337265
11,24,0.300000,0.673021,0.781172,0.612539,0.949804,1,0.337265,0.337265
11,28,0.300000,2.465532,2.314646,2.146013,2.483278,1,0.337265,0.337265
11,29,0.300000,1.711132,1.793247,1.624615,1.961880,1,0.337265,0.337265
11,35,0.300000,2.703584,2.771644,2.603012,2.940276,1,0.337265,0.337265
11,44,0.300000,1.184691,1.164007,0.995375,1.332640,1,0.337265,0.337265
11,50,0.300000,1.212188,1.368614,1.199982,1.537247,1,0.337265,0.337265
11,52,0.300000,1.466126,1.660448,1.491816,1.829081,0,0.337265,0.508533
11,3,0.200000,0.447158,0.514529,0.252883,0.776175,1,0.523292,0.523292
11,10,0.200000,1.814447,1.974045,1.712399,2.235691,1,0.523292,0.523292
11,15,0.200000,1.258158,1.249323,0.987677,1.510968,1,0.523292,0.523292
11,16,0.200000,1.821841,1.482755,1.221109,1.744401,0,0.523292,1.297690
11,19,0.200000,2.018617,2.006907,1.745261,2.268553,1,0.523292,0.523292
11,24,0.200000,0.673021,0.781172,0.519526,1.042818,1,0.523292,0.523292
11,28,0.200000,2.465532,2.314646,2.053000,2.576292,1,0.523292,0.523292
11,29,0.200000,1.711132,1.793247,1.531602,2.054893,1,0.523292,0.523292
11,35,0.200000,2.703584,2.771644,2.509998,3.033290,1,0.523292,0.523292
11,44,0.200000,1.184691,1.164007,0.902361,1.425653,1,0.523292,0.523292
11,50,0.200000,1.212188,1.368614,1.106968,1.630260,1,0.523292,0.523292
11,52,0.200000,1.466126,1.660448,1.398802,1.922094,1,0.523292,0.523292
11,3,0.150000,0.447158,0.514529,0.235369,0.793689,1,0.558320,0.558320
11,10,0.150000,1.814447,1.974045,1.694885,2.253205,1,0.558320,0.558320
11,15,0.150000,1.258158,1.249323,0.970163,1.528482,1,0.558320,0.558320
11,16,0.150000,1.821841,1.482755,1.203595,1.761915,0,0.558320,1.357332
11,19,0.150000,2.018617,2.006907,1.727747,2.286067,1,0.558320,0.558320
11,24,0.150000,0.673021,0.781172,0.502012,1.060331,1,0.558320,0.558320
11,28,0.150000,2.465532,2.314646,2.035486,2.593806,1,0.558320,0.558320
11,29,0.150000,1.711132,1.793247,1.514088,2.072407,1,0.558320,0.558320
11,35,0.150000,2.703584,2.771644,2.492484,3.050804,1,0.558320,0.558320
11,44,0.150000,1.184691,1.164007,0.884848,1.443167,1,0.558320,0.558320
11,50,0.150000,1.212188,1.368614,1.089455,1.647774,1,0.558320,0.558320
11,52,0.150000,1.466126,1.660448,1.381289,1.939608,1,0.558320,0.558320
11,3,0.100000,0.447158,0.514529,0.100550,0.928508,1,0.827958,0.827958
11,10,0.100000,1.814447,1.974045,1.560066,2.388024,1,0.827958,0.827958
11,15,0.100000,1.258158,1.249323,0.835343,1.663302,1,0.827958,0.827958
11,16,0.100000,1.821841,1.482755,1.068776,1.896734,1,0.827958,0.827958
11,19,0.100000,2.018617,2.006907,1.592928,2.420886,1,0.827958,0.827958
11,24,0.100000,0.673021,0.781172,0.367192,1.195151,1,0.827958,0.827958
11,28,0.100000,2.465532,2.314646,1.900667,2.728625,1,0.827958,0.827958
11,29,0.100000,1.711132,1.793247,1.379268,2.207227,1,0.827958,0.827958
11,35,0.100000,2.703584,2.771644,2.357665,3.185623,1,0.827958,0.827958
11,44,0.100000,1.184691,1.164007,0.750028,1.577987,1,0.827958,0.827958
11,50,0.100000,1.212188,1.368614,0.954635,1.782594,1,0.827958,0.827958
11,52,0.100000,1.466126,1.660448,1.246469,2.074428,1,0.827958,0.827958
11,3,0.050000,0.447158,0.514529,0.023598,1.005460,1,0.981862,0.981862
11,10,0.050000,1.814447,1.974045,1.483114,2.464976,1,0.981862,0.981862
11,15,0.050000,1.258158,1.249323,0.758392,1.740253,1,0.981862,0.981862
11,16,0.050000,1.821841,1.482755,0.991824,1.973686,1,0.981862,0.981862
11,19,0.050000,2.018617,2.006907,1.515976,2.497838,1,0.981862,0.981862
11,24,0.050000,0.673021,0.781172,0.290241,1.272103,1,0.981862,0.981862
11,28,0.050000,2.465532,2.314646,1.823715,2.805577,1,0.981862,0.981862
11,29,0.050000,1.711132,1.793247,1.302317,2.284178,1,0.981862,0.981862
11,35,0.050000,2.703584,2.771644,2.280713,3.262575,1,0.981862,0.981862
11,44,0.050000,1.184691,1.164007,0.673077,1.654938,1,0.981862,0.981862
11,50,0.050000,1.212188,1.368614,0.877684,1.859545,1,0.981862,0.981862
11,52,0.050000,1.466126,1.660448,1.169518,2.151379,1,0.981862,0.981862
11,3,0.010000,0.447158,0.514529,0.000465,1.028593,1,1.028128,1.028128
11,10,0.010000,1.814447,1.974045,1.459981,2.488109,1,1.028128,1.028128
11,15,0.010000,1.258158,1.249323,0.735258,1.763387,1,1.028128,1.028128
11,16,0.010000,1.821841,1.482755,0.968691,1.996819,1,1.028128,1.028128
11,19,0.010000,2.018617,2.006907,1.492843,2.520971,1,1.028128,1.028128
11,24,0.010000,0.673021,0.781172,0.267108,1.295236,1,1.028128,1.028128
11,28,0.010000,2.465532,2.314646,1.800582,2.828710,1,1.028128,1.028128
11,29,0.010000,1.711132,1.793247,1.279183,2.307312,1,1.028128,1.028128
11,35,0.010000,2.703584,2.771644,2.257580,3.285708,1,1.028128,1.028128
11,44,0.010000,1.184691,1.164007,0.649943,1.678072,1,1.028128,1.028128
11,50,0.010000,1.212188,1.368614,0.854550,1.882679,1,1.028128,1.028128
11,52,0.010000,1.466126,1.660448,1.146384,2.174513,1,1.028128,1.028128
12,4,0.500000,2.455439,2.418921,2.303528,2.534315,1,0.230788,0.230788
12,9,0.500000,0.450249,0.465872,0.350479,0.581266,1,0.230788,0.230788
12,12,0.500000,2.903090,2.515738,2.400344,2.631132,0,0.230788,1.318620
12,14,0.500000,1.844601,1.885488,1.770094,2.000882,1,0.230788,0.230788
12,18,0.500000,0.932474,1.405486,1.290092,1.520880,0,0.230788,1.661261
12,25,0.500000,2.817764,2.421307,2.305913,2.536700,0,0.230788,1.355040
12,30,0.500000,1.832062,1.851752,1.736358,1.967146,1,0.230788,0.230788
12,38,0.500000,1.966189,1.529750,1.414356,1.645143,0,0.230788,1.514969
12,46,0.500000,2.133762,1.997102,1.881708,2.112496,0,0.230788,0.315854
12,56,0.500000,1.193125,1.165833,1.050439,1.281227,1,0.230788,0.230788
12,57,0.500000,1.975432,1.851719,1.736326,1.967113,0,0.230788,0.264062
12,59,0.500000,2.494057,2.412745,2.297351,2.528139,1,0.230788,0.230788
12,4,0.400000,2.455439,2.418921,2.272018,2.565825,1,0.293808,0.293808
12,9,0.400000,0.450249,0.465872,0.318969,0.612776,1,0.293808,0.293808
12,12,0.400000,2.903090,2.515738,2.368834,2.662642,0,0.293808,1.496048
12,14,0.400000,1.844601,1.885488,1.738584,2.032392,1,0.293808,0.293808
12,18,0.400000,0.932474,1.405486,1.258582,1.552390,0,0.293808,1.924349
12,25,0.400000,2.817764,2.421307,2.274403,2.568211,0,0.293808,1.541573
12,30,0.400000,1.832062,1.851752,1.704848,1.998656,1,0.293808,0.293808
12,38,0.400000,1.966189,1.529750,1.382846,1.676654,0,0.293808,1.741484
12,46,0.400000,2.133762,1.997102,1.850198,2.144006,1,0.293808,0.293808
12,56,0.400000,1.193125,1.165833,1.018929,1.312737,1,0.293808,0.293808
12,57,0.400000,1.975432,1.851719,1.704815,1.998623,1,0.293808,0.293808
12,59,0.400000,2.494057,2.412745,2.265841,2.559649,1,0.293808,0.293808
12,4,0.300000,2.455439,2.418921,2.247856,2.589987,1,0.342130,0.342130
12,9,0.300000,0.450249,0.465872,0.294807,0.636938,1,0.342130,0.342130
12,12,0.300000,2.903090,2.515738,2.344673,2.686803,0,0.342130,1.784042
12,14,0.300000,1.844601,1.885488,1.714423,2.056553,1,0.342130,0.342130
12,18,0.300000,0.932474,1.405486,1.234421,1.576551,0,0.342130,2.355110
12,25,0.300000,2.817764,2.421307,2.250241,2.592372,0,0.342130,1.844742
12,30,0.300000,1.832062,1.851752,1.680687,2.022817,1,0.342130,0.342130
12,38,0.300000,1.966189,1.529750,1.358684,1.700815,0,0.342130,2.111289
